   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1     1.6243453      -0.61175        -0.528      -1.07296       0.86540       -2.3015     1.7448117      -0.76120     0.3190390      -0.24937
       2    1.46210793     -2.060140      -0.32241       -0.3840       1.13376      -1.09989     -0.172428     -0.877858     0.0422137      0.582815
       3    -1.1006191     1.1447237     0.9015907       0.50249       0.90085      -0.68372      -0.12289     -0.935769     -0.267888      0.530355
       4    -0.6916607     -0.396753      -0.68717       -0.8452       -0.6712      -0.01266     -1.117310     0.2344156     1.6598021       0.74204
       5     -0.191835     -0.887628      -0.74715      1.692454       0.05080       -0.6369    0.19091548      2.100255     0.1201589      0.617203
       6    0.30017031     -0.352249      -1.14251       -0.3493       -0.2088       0.58662    0.83898341     0.9311020      0.285587     0.8851411
       7     -0.754397     1.2528681     0.5129298       -0.2980       0.48851      -0.07557     1.1316293     1.5198168      2.185575      -1.39649
       8    -1.4441138      -0.50446       0.16003       0.87616       0.31563      -2.02220      -0.30620      0.827974     0.2300947      0.762011
       9    -0.2223281     -0.200758     0.1865613      0.410051       0.19829      0.119008     -0.670662    0.37756378     0.1218212    1.12948390
      10     1.1989178     0.1851564     -0.375284       -0.6387       0.42349       0.07734      -0.34385      0.043596     -0.620000       0.69803
      11     -0.447128     1.2245077      0.403491      0.593578       -1.0949      0.169382     0.7405564    -0.9537006     -0.266218     0.0326145
      12     -1.373117     0.3151593     0.8461606      -0.85951       0.35054       -1.3122     -0.038695      -1.61577     1.1214177      0.408900
      13      -0.02461     -0.775161      1.273755       1.96710       -1.8579        1.2361     1.6276507      0.338011     -1.199268      0.863345
      14     -0.180920     -0.603920      -1.23005      0.550537       0.79280       -0.6235    0.52057633      -1.14434      0.801861      0.046567
      15      -0.18656      -0.10174      0.868886       0.75041       0.52946        0.1377    0.07782112      0.618380     0.2324945      0.682551
      16      -0.31011     -2.434837     1.0388246       2.18697       0.44136       -0.1001     -0.136444      -0.11905    0.01740940      -1.12201
      17    -0.5170944     -0.997026     0.2487991      -0.29664       0.49521      -0.17470       0.98633      0.213533     2.1906997      -1.89636
      18    -0.6469166     0.9014868     2.5283257      -0.24863       0.04366       -0.2263    1.33145711     -0.287307      0.680069      -0.31980
      19     -1.272558     0.3135477     0.5031848       1.29322        -0.110       -0.6173    0.56276109      0.240737     0.2806650       -0.0731
      20     1.1603385     0.3694927      1.904658      1.111056        0.6590       -1.6274    0.60231928      0.420282     0.8109516      1.044442
      21     -0.400878     0.8240056      -0.56230      1.954878       -1.3319         -1.76     -1.650721      -0.89055     -1.119115      1.956078
      22     -0.326499     -1.342675       1.11438      -0.58652       -1.2368        0.8758    0.62336217      -0.43495     1.4075400      0.129101
      23     1.6169495     0.5027408      1.558805       0.10940       -1.2197       2.44936    -0.5457741      -0.19883     -0.700398      -0.20339
      24     0.2426694       0.20183      0.661020      1.792158       -0.1204       -1.2331    -1.1823181      -0.66575    -1.6741958      0.825029
      25      -0.49821      -0.31098      -0.00189      -1.39662       -0.8613       0.67471    0.61853913      -0.44317    1.81053491      -1.30572
      26    -0.3449872      -0.23083      -2.79308       1.93752       0.36633      -1.04458     2.0511734    0.58566200      0.429526      -0.60699
      27      0.106222      -1.52568      0.795026       -0.3744       0.13404       1.20205    0.28474811      0.262467     0.2764993      -0.73327
      28    0.83600471     1.5433591      0.758805       0.88490       -0.8772       -0.8677    -1.4408760     1.2322530     -0.254179      1.399843
      29    -0.7819116     -0.437508      0.095425       0.92145        0.0607      0.211124     0.0165275     0.1771877     -1.116470      0.080927
      30     -0.186578     -0.056824      0.492336      -0.68067       -0.0845       -0.2973    0.41730200      0.784770    -0.9554252      0.585910
      31     2.0657833     -1.471156     -0.830171       -0.8805       -0.2790         1.622    0.01335267      -0.69469     0.6218035      -0.59980
      32    1.12341216     0.3052670      1.388779      -0.66134       3.03085      0.824584    0.65458015     -0.051188     -0.725597      -0.86776
      33      -0.13597     -0.797269       0.28267       -0.8260       0.62108       0.95612     -0.705840      1.192686     -0.237941      1.155287
      34     0.4381663     1.1223283       -0.9970       -0.1067       1.45142       -0.6180    -2.0372012      -1.94258     -2.506440      -2.11416
      35     -0.411639     1.2785280      -0.44222       0.32352       -0.1099       0.00854   -0.16819883      -0.17418    0.46116409      -1.17598
      36     1.0101271     0.9200179      -0.19505       0.80539       -0.7013       -0.5372    0.15626385      -0.19022    -0.4487380      -0.67244
      37     -0.557494     0.9391687       -1.9433      0.352494       -0.2364       0.72781    0.51507361        -2.782    0.58464661      0.324274
