   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1    1.62434536      -0.61175      -0.52817      -1.07296       0.86540       -2.3015     1.7448117      -0.76120     0.3190390      -0.24937
       2    1.46210793     -2.060140      -0.32241       -0.3840       1.13376       -1.0998     -0.172428     -0.877858     0.0422137      0.582815
       3    -1.1006191     1.1447237     0.9015907       0.50249         0.900      -0.68372     -0.122890     -0.935769     -0.267888      0.530355
       4    -0.6916607     -0.396753      -0.68717        -0.845       -0.6712      -0.01266     -1.117310      0.234415     1.6598021     0.7420441
       5    -0.1918355     -0.887628     -0.747158       1.69245       0.05080      -0.63699     0.1909154     2.1002551      0.120158       0.61720
       6    0.30017031     -0.352249     -1.142518       -0.3493       -0.2088      0.586623     0.8389834     0.9311020     0.2855873      0.885141
       7    -0.7543979     1.2528681     0.5129298      -0.29809       0.48851      -0.07557     1.1316293     1.5198168     2.1855754      -1.39649
       8     -1.444113      -0.50446      0.160037      0.876168       0.31563      -2.02220     -0.306204     0.8279746     0.2300947      0.762011
       9     -0.222328     -0.200758    0.18656139        0.4100       0.19829      0.119008     -0.670662    0.37756378     0.1218212    1.12948390
      10     1.1989178     0.1851564     -0.375284       -0.6387       0.42349       0.07734    -0.3438536     0.0435968     -0.620000      0.698032
      11     -0.447128      1.224507      0.403491      0.593578       -1.0949      0.169382     0.7405564    -0.9537006     -0.266218     0.0326145
      12     -1.373117     0.3151593      0.846160       -0.8595       0.35054       -1.3122    -0.0386955      -1.61577     1.1214177      0.408900
      13      -0.02461     -0.775161     1.2737559       1.96710       -1.8579        1.2361     1.6276507      0.338011    -1.1992680      0.863345
      14     -0.180920     -0.603920      -1.23005      0.550537       0.79280       -0.6235    0.52057633      -1.14434     0.8018610       0.04656
      15      -0.18656      -0.10174      0.868886       0.75041       0.52946       0.13770     0.0778211      0.618380     0.2324945      0.682551
      16      -0.31011     -2.434837     1.0388246      2.186979       0.44136       -0.1001     -0.136444      -0.11905    0.01740940       -1.1220
      17    -0.5170944     -0.997026     0.2487991      -0.29664       0.49521      -0.17470     0.9863351     0.2135339     2.1906997      -1.89636
      18    -0.6469166     0.9014868     2.5283257       -0.2486       0.04366      -0.22631     1.3314571     -0.287307     0.6800698       -0.3198
      19    -1.2725587     0.3135477     0.5031848       1.29322       -0.1104      -0.61736     0.5627610     0.2407370     0.2806650      -0.07311
      20  1.1603385699      0.369492     1.9046587       1.11105       0.65904      -1.62743     0.6023192      0.420282     0.8109516      1.044442
      21     -0.400878       0.82400     -0.562305        1.9548       -1.3319       -1.7606     -1.650721      -0.89055     -1.119115      1.956078
      22    -0.3264994     -1.342675      1.114382      -0.58652       -1.2368      0.875838     0.6233621      -0.43495      1.407540      0.129101
      23     1.6169495     0.5027408      1.558805       0.10940       -1.2197       2.44936    -0.5457741      -0.19883     -0.700398      -0.20339
