Label  Volume(voxels)SurfArea(mm^2) Eccentricity   Elongation     Orientation    Centroid                      Axes Length                   Bounding Box                  
1      44762     1.62434        -0.61175       -0.5281        -1.0729        [0.86540, -2.3015, 1.74481]   [-0.761, 0.3190, -0.2493]     [110, 156, 141, 191, 38, 114] 
2      7469      1.46210        -2.06014       -0.3224        -0.3840        [1.13376, -1.0998, -0.1724]   [-0.8778, 0.04221, 0.58281]   [120, 141, 85, 141, 49, 83]   
3      19134     -1.1006        1.144723       0.90159        0.50249        [0.9008, -0.683, -0.122]      [-0.935, -0.2678, 0.5303]     [99, 128, 90, 171, 77, 133]   
4      18801     -0.6916        -0.39675       -0.687         -0.8452        [-0.6712, -0.0126, -1.1173]   [0.23441, 1.65980, 0.74204]   [119, 151, 96, 146, 79, 127]  
5      4049      -0.191         -0.88762       -0.7471        1.692454       [0.05080, -0.6369, 0.1909]    [2.1002, 0.12015, 0.61720]    [133, 155, 126, 146, 57, 88]  
6      4849      0.30017        -0.3522        -1.1425        -0.34934       [-0.2088, 0.58662, 0.83898]   [0.93110, 0.28558, 0.88514]   [131, 155, 110, 130, 62, 94]  
7      28574     -0.754         1.252868       0.51292        -0.29809       [0.48851, -0.0755, 1.13162]   [1.51981, 2.18557, -1.3964]   [91, 155, 72, 119, 65, 137]   
8      12890     -1.4441        -0.50446       0.16003        0.87616        [0.31563, -2.0222, -0.3062]   [0.82797, 0.23009, 0.76201]   [118, 153, 114, 145, 21, 65]  
9      1510      -0.2223        -0.20075       0.18656        0.41005        [0.19829, 0.11900, -0.6706]   [0.37756, 0.12182, 1.12948]   [139, 154, 99, 116, 47, 70]   
10     2430      1.19891        0.185156       -0.3752        -0.6387        [0.42349, 0.07734, -0.3438]   [0.04359, -0.6200, 0.69803]   [136, 155, 66, 98, 61, 83]    
11     2419      -0.4471        1.224507       0.40349        0.59357        [-1.0949, 0.16938, 0.74055]   [-0.953, -0.2662, 0.032]      [141, 156, 99, 119, 34, 61]   
12     8402      -1.373         0.315159       0.84616        -0.8595        [0.35054, -1.3122, -0.0386]   [-1.6157, 1.12141, 0.40890]   [133, 156, 66, 107, 40, 72]   
13     5907      -0.0246        -0.77516       1.27375        1.967101       [-1.8579, 1.23616, 1.62765]   [0.33801, -1.1992, 0.863]     [126, 153, 47, 71, 54, 80]    
14     2016      -0.1809        -0.60392       -1.230         0.55053        [0.79280, -0.6235, 0.52057]   [-1.1443, 0.80186, 0.04656]   [135, 151, 106, 124, 22, 42]  
15     6682      -0.1865        -0.1017        0.86888        0.75041        [0.52946, 0.13770, 0.07782]   [0.61838, 0.23249, 0.68255]   [131, 154, 70, 113, 27, 55]   
16     5147      -0.3101        -2.43483       1.03882        2.186979       [0.44136, -0.1001, -0.1364]   [-0.1190, 0.01740, -1.1220]   [123, 150, 53, 78, 39, 66]    
17     23859     -0.5170        -0.99702       0.24879        -0.29664       [0.49521, -0.1747, 0.98633]   [0.21353, 2.19069, -1.8963]   [90, 155, 55, 102, 76, 139]   
18     9263      -0.6469        0.901486       2.52832        -0.24863       [0.04366, -0.2263, 1.33145]   [-0.2873, 0.68006, -0.3198]   [94, 131, 46, 69, 99, 132]    
19     6165      -1.2725        0.31354        0.5031         1.293225       [-0.1104, -0.6173, 0.56276]   [0.24073, 0.28066, -0.0731]   [122, 154, 61, 84, 84, 118]   
20     7177      1.16033        0.369492       1.90465        1.11105        [0.65904, -1.6274, 0.60231]   [0.42028, 0.81095, 1.04444]   [116, 151, 50, 68, 74, 120]   
21     6459      -0.4008        0.824005       -0.5623        1.954878       [-1.3319, -1.7606, -1.650]    [-0.8905, -1.1191, 1.95607]   [118, 148, 45, 60, 78, 119]   
22     30709     -0.3264        -1.34267       1.11438        -0.586         [-1.2368, 0.8758, 0.62336]    [-0.4349, 1.407, 0.12910]     [87, 142, 23, 52, 75, 131]    
23     12999     1.61694        0.502740       1.55880        0.109402       [-1.2197, 2.4493, -0.5457]    [-0.198, -0.7003, -0.2033]    [105, 144, 26, 56, 51, 84]    
