   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1     1.6243453      -0.61175      -0.52817       -1.0729       0.86540       -2.3015     1.7448117      -0.76120     0.3190390      -0.24937
       2    1.46210793     -2.060140     -0.322417      -0.38405       1.13376      -1.09989     -0.172428     -0.877858     0.0422137      0.582815
       3     -1.100619     1.1447237     0.9015907      0.502494        0.9008       -0.6837     -0.122890      -0.93576      -0.26788      0.530355
       4      -0.69166     -0.396753      -0.68717       -0.8452       -0.6712       -0.0126     -1.117310      0.234415    1.65980217      0.742044
       5      -0.19183     -0.887628     -0.747158       1.69245       0.05080       -0.6369    0.19091548      2.100255    0.12015895      0.617203
       6       0.30017     -0.352249      -1.14251      -0.34934       -0.2088       0.58662      0.838983      0.931102    0.28558732      0.885141
       7     -0.754397      1.252868      0.512929       -0.2980       0.48851       -0.0755    1.13162938      1.519816     2.1855754      -1.39649
       8     -1.444113      -0.50446     0.1600370      0.876168        0.3156       -2.0222    -0.3062040      0.827974     0.2300947      0.762011
       9   -0.22232814     -0.200758      0.186561       0.41005       0.19829      0.119008    -0.6706622     0.3775637     0.1218212      1.129483
      10    1.19891787     0.1851564      -0.37528        -0.638       0.42349      0.077340     -0.343853     0.0435968     -0.620000      0.698032
      11      -0.44712     1.2245077     0.4034916      0.593578       -1.0949       0.16938   0.740556451      -0.95370    -0.2662185      0.032614
      12     -1.373117     0.3151593     0.8461606       -0.8595       0.35054       -1.3122      -0.03869      -1.61577     1.1214177      0.408900
      13    -0.0246169     -0.775161      1.273755      1.967101       -1.8579      1.236164     1.6276507      0.338011     -1.199268      0.863345
      14      -0.18092     -0.603920     -1.230058      0.550537       0.79280       -0.6235     0.5205763      -1.14434    0.80186103      0.046567
      15      -0.18656     -0.101745      0.868886      0.750411       0.52946       0.13770     0.0778211      0.618380    0.23249455      0.682551
      16     -0.310116     -2.434837      1.038824      2.186979       0.44136       -0.1001    -0.1364447      -0.11905    0.01740940      -1.12201
      17     -0.517094      -0.99702        0.2487       -0.2966       0.49521       -0.1747     0.9863351      0.213533     2.1906997      -1.89636
      18      -0.64691      0.901486      2.528325       -0.2486       0.04366        -0.226    1.33145711      -0.28730    0.68006983      -0.31980
      19    -1.2725587     0.3135477     0.5031848       1.29322       -0.1104      -0.61736     0.5627610       0.24073     0.2806650       -0.0731
      20    1.16033856      0.369492      1.904658       1.11105       0.65904       -1.6274     0.6023192      0.420282     0.8109516      1.044442
      21    -0.4008781     0.8240056       -0.5623       1.95487       -1.3319      -1.76068     -1.650721      -0.89055     -1.119115      1.956078
      22     -0.326499     -1.342675      1.114382       -0.5865       -1.2368       0.87583    0.62336217      -0.43495     1.4075400      0.129101
      23     1.6169495     0.5027408       1.55880      0.109402       -1.2197       2.44936    -0.5457741       -0.1988     -0.700398       -0.2033
      24     0.2426694     0.2018301      0.661020      1.792158       -0.1204       -1.2331    -1.1823181      -0.66575     -1.674195       0.82502
      25    -0.4982135     -0.310984       -0.0018      -1.39662       -0.8613      0.674711     0.6185391      -0.44317     1.8105349      -1.30572
      26     -0.344987     -0.230839       -2.7930       1.93752       0.36633       -1.0445     2.0511734      0.585662     0.4295261      -0.60699
      27     0.1062227     -1.525680       0.79502      -0.37443        0.1340      1.202054     0.2847481     0.2624674     0.2764993      -0.73327
      28    0.83600471      1.543359      0.758805       0.88490       -0.8772      -0.86778     -1.440876      1.232253     -0.254179      1.399843
      29    -0.7819116     -0.437508       0.09542       0.92145       0.06075      0.211124     0.0165275     0.1771877     -1.116470       0.08092
      30    -0.1865789     -0.056824     0.4923365      -0.68067       -0.0845       -0.2973      0.417302     0.7847706     -0.955425     0.5859104
      31     2.0657833     -1.471156       -0.8301        -0.880       -0.2790      1.622849    0.01335267     -0.694693     0.6218035      -0.59980
      32     1.1234121     0.3052670      1.388779       -0.6613       3.03085       0.82458    0.65458015      -0.05118     -0.725597      -0.86776
      33      -0.13597      -0.79726      0.282675       -0.8260       0.62108       0.95612    -0.7058405      1.192686     -0.237941      1.155287
      34      0.438166     1.1223283      -0.99701       -0.1067       1.45142       -0.6180    -2.0372012      -1.94258    -2.5064406      -2.11416
      35      -0.41163     1.2785280      -0.44222      0.323527       -0.1099       0.00854    -0.1681988       -0.1741     0.4611640      -1.17598
      36    1.01012717     0.9200179      -0.19505      0.805393       -0.7013      -0.53722     0.1562638      -0.19022     -0.448738       -0.6724
      37     -0.557494      0.939168      -1.94332      0.352494       -0.2364       0.72781     0.5150736      -2.78253    0.58464661      0.324274
      38      0.021862     -0.468673      0.853281      -0.41302       1.83471       0.56438     2.1378280      -0.78553    -1.7559256       0.71478
      39   0.852704061     0.0353600     -1.538793      -0.44789       0.61798      -0.18417    -0.1159851     -0.175458    -0.9339146      -0.53302
      40     -1.426555     1.7679599      -0.47537       0.47761       -1.0218       0.79452    -1.8731609      0.920615    -0.0353679      2.110605
      41     -1.306534     0.0763804       0.36723       1.23289       -0.4228       0.08646     -2.142466      -0.83016     0.4516159      1.104174
      42    -0.2817362     2.0563555     1.7602492      -0.06065       -2.4135      -1.77756     -0.777858    1.11584110     0.3102722      -2.09424
