   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1      1.624345      -0.61175     -0.528171       -1.0729       0.86540      -2.30153     1.7448117      -0.76120      0.319039      -0.24937
       2    1.46210793      -2.06014      -0.32241       -0.3840       1.13376      -1.09989     -0.172428      -0.87785     0.0422137        0.5828
       3      -1.10061      1.144723      0.901590       0.50249       0.90085       -0.6837      -0.12289       -0.9357     -0.267888      0.530355
       4      -0.69166      -0.39675     -0.687172       -0.8452       -0.6712       -0.0126     -1.117310      0.234415     1.6598021      0.742044
       5    -0.1918355      -0.88762      -0.74715      1.692454       0.05080      -0.63699     0.1909154      2.100255     0.1201589      0.617203
       6  0.3001703199      -0.35224      -1.14251       -0.3493       -0.2088      0.586623     0.8389834      0.931102     0.2855873      0.885141
       7     -0.754397      1.252868     0.5129298       -0.2980       0.48851      -0.07557     1.1316293      1.519816      2.185575       -1.3964
       8       -1.4441      -0.50446       0.16003       0.87616       0.31563       -2.0222      -0.30620       0.82797     0.2300947       0.76201
       9      -0.22232        -0.200      0.186561      0.410051       0.19829      0.119008     -0.670662      0.377563     0.1218212      1.129483
      10    1.19891787      0.185156     -0.375284      -0.63873       0.42349      0.077340     -0.343853      0.043596     -0.620000      0.698032
      11    -0.4471285      1.224507      0.403491      0.593578       -1.0949      0.169382     0.7405564       -0.9537     -0.266218      0.032614
      12     -1.373117      0.315159      0.846160       -0.8595       0.35054      -1.31228     -0.038695     -1.615772     1.1214177      0.408900
      13      -0.02461      -0.77516     1.2737559       1.96710       -1.8579       1.23616     1.6276507      0.338011     -1.199268      0.863345
      14     -0.180920       -0.6039      -1.23005      0.550537       0.79280       -0.6235     0.5205763      -1.14434     0.8018610      0.046567
      15     -0.186569      -0.10174     0.8688861       0.75041       0.52946      0.137701       0.07782     0.6183802      0.232494      0.682551
      16     -0.310116      -2.43483    1.03882460      2.186979       0.44136      -0.10015     -0.136444      -0.11905      0.017409      -1.12201
      17     -0.517094      -0.99702     0.2487991       -0.2966       0.49521      -0.17470     0.9863351      0.213533      2.190699      -1.89636
      18     -0.646916      0.901486      2.528325      -0.24863       0.04366      -0.22631      1.331457       -0.2873      0.680069      -0.31980
      19       -1.2725      0.313547      0.503184       1.29322       -0.1104       -0.6173      0.562761       0.24073      0.280665      -0.07311
      20      1.160338      0.369492     1.9046587      1.111056       0.65904        -1.627      0.602319      0.420282     0.8109516      1.044442
      21      -0.40087      0.824005     -0.562305      1.954878       -1.3319       -1.7606     -1.650721      -0.89055     -1.119115      1.956078
      22     -0.326499      -1.34267     1.1143829       -0.5865       -1.2368      0.875838       0.62336      -0.43495      1.407540      0.129101
      23      1.616949      0.502740     1.5588055       0.10940       -1.2197       2.44936      -0.54577      -0.19883     -0.700398       -0.2033
      24     0.2426694      0.201830        0.6610       1.79215       -0.1204      -1.23312     -1.182318     -0.665754     -1.674195      0.825029
      25     -0.498213      -0.31098      -0.00189       -1.3966       -0.8613      0.674711      0.618539     -0.443171      1.810534    -1.3057269
      26       -0.3449      -0.23083       -2.7930       1.93752       0.36633       -1.0445     2.0511734      0.585662     0.4295261       -0.6069
      27     0.1062227      -1.52568       0.79502       -0.3744       0.13404      1.202054      0.284748     0.2624674      0.276499      -0.73327
      28     0.8360047      1.543359      0.758805      0.884908       -0.8772       -0.8677      -1.44087      1.232253     -0.254179      1.399843
      29   -0.78191168      -0.43750     0.0954250      0.921450       0.06075      0.211124     0.0165275      0.177187     -1.116470      0.080927
