   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1    1.62434536      -0.61175      -0.52817      -1.07296       0.86540      -2.30153     1.7448117      -0.76120     0.3190390      -0.24937
       2     1.4621079      -2.06014      -0.32241      -0.38405       1.13376        -1.099     -0.172428      -0.87785     0.0422137      0.582815
       3    -1.1006191      1.144723    0.90159072      0.502494       0.90085       -0.6837     -0.122890       -0.9357     -0.267888      0.530355
       4     -0.691660       -0.3967      -0.68717       -0.8452       -0.6712       -0.0126     -1.117310       0.23441     1.6598021      0.742044
       5    -0.1918355     -0.887628       -0.7471      1.692454       0.05080      -0.63699     0.1909154      2.100255     0.1201589       0.61720
       6    0.30017031      -0.35224       -1.1425      -0.34934       -0.2088       0.58662     0.8389834      0.931102     0.2855873      0.885141
       7    -0.7543979     1.2528681      0.512929        -0.298       0.48851       -0.0755     1.1316293      1.519816     2.1855754      -1.39649
       8      -1.44411       -0.5044      0.160037       0.87616       0.31563       -2.0222    -0.3062040      0.827974     0.2300947      0.762011
       9     -0.222328     -0.200758      0.186561       0.41005        0.1982       0.11900     -0.670662      0.377563     0.1218212      1.129483
      10    1.19891787     0.1851564      -0.37528       -0.6387       0.42349      0.077340     -0.343853      0.043596     -0.620000      0.698032
      11     -0.447128     1.2245077      0.403491       0.59357       -1.0949       0.16938    0.74055645      -0.95370     -0.266218      0.032614
      12    -1.3731173      0.315159      0.846160      -0.85951       0.35054      -1.31228     -0.038695      -1.61577      1.121417      0.408900
      13    -0.0246169     -0.775161      1.273755      1.967101       -1.8579       1.23616     1.6276507     0.3380116     -1.199268     0.8633453
      14     -0.180920     -0.603920      -1.23005      0.550537       0.79280       -0.6235     0.5205763      -1.14434     0.8018610      0.046567
      15     -0.186569      -0.10174      0.868886       0.75041       0.52946       0.13770     0.0778211      0.618380     0.2324945      0.682551
      16    -0.3101167     -2.434837      1.038824      2.186979       0.44136      -0.10015     -0.136444     -0.119054     0.0174094      -1.12201
      17     -0.517094     -0.997026      0.248799       -0.2966       0.49521       -0.1747    0.98633518       0.21353      2.190699      -1.89636
      18    -0.6469166     0.9014868    2.52832570      -0.24863       0.04366       -0.2263     1.3314571     -0.287307     0.6800698      -0.31980
      19   -1.27255875     0.3135477       0.50318      1.293225       -0.1104      -0.61736     0.5627610      0.240737     0.2806650      -0.07311
      20    1.16033856      0.369492      1.904658      1.111056       0.65904      -1.62743     0.6023192      0.420282     0.8109516      1.044442
      21    -0.4008781     0.8240056      -0.56230       1.95487       -1.3319      -1.76068      -1.65072     -0.890555     -1.119115      1.956078
      22    -0.3264994     -1.342675      1.114382       -0.5865       -1.2368      0.875838     0.6233621     -0.434956     1.4075400       0.12910
      23    1.61694959     0.5027408      1.558805      0.109402       -1.2197      2.449368     -0.545774      -0.19883     -0.700398      -0.20339
