   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1     1.6243453      -0.61175     -0.528171       -1.0729       0.86540      -2.30153      1.744811      -0.76120      0.319039       -0.2493
       2      1.462107      -2.06014      -0.32241       -0.3840       1.13376      -1.09989      -0.17242     -0.877858      0.042213     0.5828152
       3      -1.10061      1.144723      0.901590      0.502494        0.9008       -0.6837     -0.122890      -0.93576     -0.267888      0.530355
       4    -0.6916607      -0.39675      -0.68717       -0.8452       -0.6712      -0.01266     -1.117310      0.234415     1.6598021      0.742044
       5      -0.19183       -0.8876     -0.747158      1.692454       0.05080      -0.63699      0.190915     2.1002551      0.120158     0.6172031
       6     0.3001703      -0.35224      -1.14251      -0.34934       -0.2088      0.586623      0.838983    0.93110208       0.28558      0.885141
       7    -0.7543979      1.252868    0.51292982       -0.2980       0.48851      -0.07557     1.1316293      1.519816     2.1855754        -1.396
       8      -1.44411       -0.5044     0.1600370      0.876168       0.31563      -2.02220      -0.30620     0.8279746      0.230094     0.7620111
       9     -0.222328      -0.20075      0.186561       0.41005       0.19829      0.119008       -0.6706     0.3775637     0.1218212     1.1294839
      10     1.1989178       0.18515     -0.375284      -0.63873       0.42349      0.077340      -0.34385     0.0435968      -0.62000     0.6980320
      11     -0.447128      1.224507      0.403491       0.59357       -1.0949         -2464      0.169382     0.7405564      -0.95370     -0.266218
      12     0.0326145      -1.37311      0.315159       0.84616       -0.8595      0.350545      -1.31228     -0.038695      -1.61577     1.1214177
      13      0.408900      -0.02461      -0.77516       1.27375       1.96710      -1.85798      1.236164      1.627650      0.338011     -1.199268
      14      0.863345      -0.18092     -0.603920      -1.23005        0.5505      0.792806      -0.62353      0.520576      -1.14434     0.8018610
      15     0.0465672      -0.18656      -0.10174       0.86888       0.75041      0.529465      0.137701     0.0778211      0.618380      0.232494
      16      0.682551      -0.31011      -2.43483      1.038824         2.186      0.441364      -0.10015     -0.136444      -0.11905   0.017409408
      17     -1.122018      -0.51709       -0.9970       0.24879       -0.2966      0.495211     -0.174703      0.986335     0.2135339      2.190699
      18     -1.896360      -0.64691     0.9014868      2.528325       -0.2486      0.043668     -0.226314      1.331457      -0.28730     0.6800698
      19     -0.319801       -1.2725     0.3135477      0.503184       1.29322       -0.1104     -0.617362      0.562761      0.240737     0.2806650
      20     -0.073112      1.160338     0.3694927      1.904658       1.11105       0.65904      -1.62743     0.6023192      0.420282    0.81095167
      21      1.044442      -0.40087    0.82400561      -0.56230       1.95487      -1.33195      -1.76068     -1.650721      -0.89055     -1.119115
      22      1.956078      -0.32649      -1.34267      1.114382       -0.5865      -1.23685      0.875838     0.6233621      -0.43495      1.407540
      23      0.129101      1.616949     0.5027408       1.55880       0.10940      -1.21974      2.449368     -0.545774      -0.19883     -0.700398
      24     -0.203394      0.242669     0.2018301      0.661020       1.79215      -0.12046      -1.23312     -1.182318      -0.66575      -1.67419
      25       0.82502      -0.49821      -0.31098       -0.0018        -1.396      -0.86131      0.674711     0.6185391      -0.44317     1.8105349
      26     -1.305726      -0.34498      -0.23083      -2.79308        1.9375       0.36633     -1.044589      2.051173     0.5856620      0.429526
      27      -0.60699      0.106222     -1.525680      0.795026       -0.3744      0.134048      1.202054      0.284748      0.262467      0.276499
      28     -0.733271       0.83600     1.5433591      0.758805       0.88490      -0.87728      -0.86778      -1.44087      1.232253        -0.254
      29     1.3998439       -0.7819       -0.4375      0.095425       0.92145      0.060750      0.211124     0.0165275      0.177187     -1.116470
      30    0.08092710      -0.18657     -0.056824      0.492336       -0.6806      -0.08450     -0.297361      0.417302      0.784770      -0.95542
      31     0.5859104       2.06578      -1.47115      -0.83017       -0.8805      -0.27909      1.622849      0.013352      -0.69469      0.621803
      32     -0.599804      1.123412     0.3052670        1.3887       -0.6613      3.030857      0.824584     0.6545801      -0.05118      -0.72559
      33      -0.86776      -0.13597  -0.797269785      0.282675       -0.8260      0.621082      0.956121      -0.70584      1.192686     -0.237941
      34      1.155287      0.438166      1.122328       -0.9970       -0.1067      1.451429      -0.61803      -2.03720      -1.94258     -2.506440
      35     -2.114163      -0.41163    1.27852808       -0.4422       0.32352       -0.1099      0.008548     -0.168198      -0.17418      0.461164
      36     -1.175982      1.010127     0.9200179      -0.19505       0.80539      -0.70134      -0.53722      0.156263      -0.19022      -0.44873
      37      -0.67244      -0.55749     0.9391687      -1.94332       0.35249      -0.23643      0.727813      0.515073      -2.78253      0.584646
      38     0.3242742      0.021862     -0.468673      0.853281       -0.4130      1.834717      0.564382     2.1378280      -0.78553      -1.75592
      39       0.71478       0.85270      0.035360      -1.53879       -0.4478      0.617985       -0.1841     -0.115985      -0.17545     -0.933914
      40      -0.53302      -1.42655      1.767959       -0.4753        0.4776      -1.02188      0.794528      -1.87316      0.920615     -0.035367
      41     2.1106050      -1.30653      0.076380       0.36723       1.23289      -0.42285      0.086464     -2.142466       -0.8301     0.4516159
      42     1.1041743      -0.28173     2.0563555       1.76024       -0.0606      -2.41350      -1.77756     -0.777858      1.115841     0.3102722
      43     -2.094247      -0.22876      1.613361      -0.37480       -0.7499      2.054624      0.053409     -0.479157      0.350167     0.0171647
      44     -0.429142      1.208456      1.115701       0.84086       -0.1028      1.146900      -0.04970     0.4666432      1.033686    0.80884436
      45      1.789754      0.451284      -1.68405      -1.16017       1.35010      -0.33128      0.386539     -0.851455      1.000881     -0.384832
      46      1.458108      -0.53223     1.1181333       0.67439       -0.7223      1.098996      -0.90163     -0.822467      0.721711     -0.625342
      47     -0.593843       -0.3439     -1.000169       1.04499       0.60851      -0.06932     -0.108392     0.4501555      1.765335      0.870969
      48     -0.508457       0.77741     -0.118771      -0.19899       1.86647      -0.41893      -0.47918      -1.95210        -1.402       0.45112
      49     -0.694920       0.51541     -1.114871      -0.76730       0.67457      1.460892      0.592472      1.197830      1.704594        1.0400
      50      -0.91844       -0.1053     0.6301956       -0.4148       0.45194      -1.57915       -0.8286     0.5288797      -2.23708      -1.10771
      51      -0.01771      -1.71939      0.057120       -0.7995       -0.2915       -0.2589     0.1892931       -0.5637      0.089686        -0.601
      52      0.556073      1.693809      0.196869       0.16986       -1.1640      0.693366      -0.75806      -0.80884      0.557439      0.181038
