   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1     1.6243453     -0.611756       -0.5281       -1.0729       0.86540       -2.3015    1.74481176      -0.76120     0.3190390      -0.24937
       2   1.462107937     -2.060140      -0.32241      -0.38405       1.13376      -1.09989     -0.172428      -0.87785     0.0422137       0.58281
       3     -1.100619      1.144723    0.90159072      0.502494       0.90085        -0.683    -0.1228902      -0.93576     -0.267888      0.530355
       4    -0.6916607     -0.396753    -0.6871727       -0.8452       -0.6712      -0.01266     -1.117310     0.2344156     1.6598021      0.742044
       5      -0.19183     -0.887628      -0.74715      1.692454       0.05080       -0.6369    0.19091548      2.100255    0.12015895        0.6172
       6    0.30017031     -0.352249     -1.142518      -0.34934       -0.2088      0.586623    0.83898341     0.9311020     0.2855873      0.885141
       7     -0.754397     1.2528681      0.512929       -0.2980       0.48851       -0.0755    1.13162938      1.519816     2.1855754      -1.39649
       8     -1.444113      -0.50446     0.1600370      0.876168       0.31563      -2.02220     -0.306204     0.8279746     0.2300947      0.762011
       9    -0.2223281     -0.200758      0.186561      0.410051        0.1982       0.11900     -0.670662  0.3775637863     0.1218212     1.1294839
      10    1.19891787     0.1851564      -0.37528       -0.6387       0.42349      0.077340     -0.343853     0.0435968     -0.620000      0.698032
      11    -0.4471285     1.2245077   0.403491641      0.593578        -1.094      0.169382     0.7405564       -0.9537     -0.266218      0.032614
      12     -1.373117      0.315159     0.8461606      -0.85951       0.35054       -1.3122     -0.038695      -1.61577     1.1214177      0.408900
      13       -0.0246     -0.775161     1.2737559      1.967101       -1.8579       1.23616    1.62765075      0.338011    -1.1992680       0.86334
      14     -0.180920     -0.603920      -1.23005      0.550537       0.79280       -0.6235     0.5205763      -1.14434     0.8018610      0.046567
      15      -0.18656       -0.1017      0.868886       0.75041       0.52946       0.13770    0.07782112        0.6183     0.2324945      0.682551
      16      -0.31011      -2.43483     1.0388246      2.186979       0.44136       -0.1001     -0.136444      -0.11905    0.01740940      -1.12201
      17    -0.5170944      -0.99702     0.2487991       -0.2966       0.49521      -0.17470     0.9863351     0.2135339     2.1906997      -1.89636
      18    -0.6469166     0.9014868     2.5283257       -0.2486        0.0436       -0.2263     1.3314571     -0.287307     0.6800698      -0.31980
      19    -1.2725587     0.3135477      0.503184       1.29322       -0.1104       -0.6173     0.5627610     0.2407370     0.2806650      -0.07311
