   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1   1.624345363      -0.61175       -0.5281      -1.07296       0.86540      -2.30153     1.7448117      -0.76120     0.3190390      -0.24937
       2     1.4621079      -2.06014      -0.32241      -0.38405       1.13376       -1.0998    -0.1724282      -0.87785     0.0422137      0.582815
       3    -1.1006191       1.14472     0.9015907      0.502494       0.90085      -0.68372     -0.122890      -0.93576     -0.267888      0.530355
       4     -0.691660      -0.39675      -0.68717       -0.8452       -0.6712       -0.0126    -1.1173103      0.234415     1.6598021      0.742044
       5    -0.1918355     -0.887628      -0.74715      1.692454       0.05080       -0.6369     0.1909154     2.1002551     0.1201589      0.617203
       6     0.3001703      -0.35224       -1.1425      -0.34934       -0.2088        0.5866     0.8389834      0.931102     0.2855873      0.885141
       7     -0.754397     1.2528681        0.5129      -0.29809       0.48851        -0.075    1.13162938      1.519816     2.1855754      -1.39649
       8      -1.44411      -0.50446      0.160037       0.87616       0.31563       -2.0222    -0.3062040      0.827974     0.2300947      0.762011
       9     -0.222328     -0.200758      0.186561      0.410051       0.19829       0.11900    -0.6706622      0.377563     0.1218212      1.129483
      10     1.1989178     0.1851564     -0.375284      -0.63873       0.42349       0.07734     -0.343853      0.043596     -0.620000      0.698032
      11     -0.447128     1.2245077      0.403491       0.59357       -1.0949       0.16938    0.74055645      -0.95370     -0.266218      0.032614
      12    -1.3731173     0.3151593      0.846160      -0.85951       0.35054      -1.31228     -0.038695     -1.615772      1.121417      0.408900
      13    -0.0246169     -0.775161      1.273755      1.967101       -1.8579      1.236164      1.627650     0.3380116     -1.199268     0.8633453
      14     -0.180920      -0.60392      -1.23005      0.550537       0.79280       -0.6235     0.5205763      -1.14434      0.801861      0.046567
      15      -0.18656      -0.10174      0.868886      0.750411       0.52946       0.13770     0.0778211      0.618380     0.2324945      0.682551
      16     -0.310116     -2.434837      1.038824      2.186979       0.44136      -0.10015     -0.136444    -0.1190541     0.0174094      -1.12201
      17     -0.517094     -0.997026      0.248799       -0.2966       0.49521       -0.1747    0.98633518      0.213533     2.1906997      -1.89636
      18   -0.64691668     0.9014868     2.5283257       -0.2486       0.04366      -0.22631     1.3314571     -0.287307     0.6800698      -0.31980
      19     -1.272558      0.313547     0.5031848       1.29322       -0.1104       -0.6173     0.5627610      0.240737     0.2806650      -0.07311
      20    1.16033856     0.3694927     1.9046587       1.11105       0.65904      -1.62743     0.6023192     0.4202822     0.8109516      1.044442
      21    -0.4008781     0.8240056     -0.562305       1.95487       -1.3319      -1.76068     -1.650721      -0.89055     -1.119115      1.956078
      22   -0.32649949     -1.342675     1.1143829      -0.58652       -1.2368      0.875838     0.6233621     -0.434956     1.4075400      0.129101
      23    1.61694959     0.5027408    1.55880554       0.10940       -1.2197      2.449368      -0.54577     -0.198837     -0.700398      -0.20339
      24     0.2426694     0.2018301      0.661020       1.79215       -0.1204      -1.23312     -1.182318     -0.665754     -1.674195     0.8250298
      25    -0.4982135     -0.310984     -0.001891      -1.39662       -0.8613        0.6747     0.6185391      -0.44317     1.8105349      -1.30572
      26     -0.344987     -0.230839     -2.793085       1.93752       0.36633       -1.0445    2.05117344      0.585662     0.4295261      -0.60699
      27      0.106222      -1.52568      0.795026      -0.37443       0.13404       1.20205      0.284748      0.262467     0.2764993      -0.73327
      28    0.83600471      1.543359      0.758805       0.88490       -0.8772      -0.86778     -1.440876      1.232253     -0.254179      1.399843
      29    -0.7819116     -0.437508      0.095425       0.92145       0.06075      0.211124     0.0165275     0.1771877     -1.116470       0.08092
      30     -0.186578     -0.056824      0.492336      -0.68067       -0.0845      -0.29736      0.417302     0.7847706     -0.955425      0.585910
