   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1      1.624345      -0.61175     -0.528171      -1.07296       0.86540      -2.30153      1.744811      -0.76120      0.319039     -0.249370
       2       1.46210      -2.06014    -0.3224172      -0.38405       1.13376      -1.09989      -0.17242      -0.87785      0.042213     0.5828152
       3      -1.10061      1.144723       0.90159       0.50249       0.90085      -0.68372       -0.1228     -0.935769      -0.26788      0.530355
       4     -0.691660      -0.39675     -0.687172      -0.84520       -0.6712      -0.01266      -1.11731     0.2344156      1.659802      0.742044
       5      -0.19183      -0.88762     -0.747158      1.692454       0.05080      -0.63699      0.190915      2.100255      0.120158      0.617203
       6      0.300170      -0.35224     -1.142518      -0.34934       -0.2088      0.586623      0.838983     0.9311020      0.285587    0.88514116
       7    -0.7543979      1.252868   0.51292e-05       -0.2980       0.48851       -0.0755     1.1316293       1.51981      2.185575       -1.3964
       8      -1.44411      -0.50446     0.1600370      0.876168       0.31563      -2.02220      -0.30620      0.827974      0.230094      0.762011
       9      -0.22232       -0.2007     0.1865613      0.410051       0.19829      0.119008      -0.67066      0.377563      0.121821      1.129483
      10     1.1989178      0.185156     -0.375284      -0.63873       0.42349      0.077340      -0.34385      0.043596      -0.62000      0.698032
      11      -0.44712      1.224507      0.403491       0.59357       -1.0949      0.169382      0.740556      -0.95370      -0.26621      0.032614
      12      -1.37311      0.315159      0.846160       -0.8595       0.35054      -1.31228      -0.03869    -1.6157723      1.121417      0.408900
      13      -0.02461       -0.7751     1.2737559      1.967101         -1.85       1.23616     1.6276507       0.33801      -1.19926       0.86334
      14      -0.18092      -0.60392     -1.230058        0.5505       0.79280      -0.62353      0.520576       -1.1443      0.801861       0.04656
      15      -0.18656      -0.10174      0.868886       0.75041       0.52946      0.137701      0.077821      0.618380       0.23249      0.682551
      16      -0.31011      -2.43483     1.0388246      2.186979       0.44136      -0.10015      -0.13644      -0.11905      0.017409     -1.122018
      17      -0.51709      -0.99702      0.248799       -0.2966       0.49521       -0.1747     0.9863351       0.21353      2.190699       -1.8963
      18     -0.646916      0.901486      2.528325      -0.24863       0.04366      -0.22631     1.3314571     -0.287307      0.680069      -0.31980
      19      -1.27255      0.313547     0.5031848      1.293225       -0.1104       -0.6173     0.5627610      0.240737     0.2806650       -0.0731
      20      1.160338      0.369492    1.90465870      1.111056       0.65904       -1.6274     0.6023192       0.42028     0.8109516       1.04444
      21      -0.40087      0.824005      -0.56230      1.954878       -1.3319       -1.7606     -1.650721       -0.8905     -1.119115       1.95607
      22     -0.326499      -1.34267    1.11438297        -0.586        -1.236      0.875838      0.623362      -0.43495      1.407540      0.129101
      23     1.6169495      0.502740     1.5588055      0.109402       -1.2197      2.449368      -0.54577      -0.19883      -0.70039      -0.20339
      24      0.242669      0.201830     0.6610202      1.792158       -0.1204      -1.23312      -1.18231     -0.665754       -1.6741     0.8250298
      25      -0.49821      -0.31098     -0.001891       -1.3966        -0.861      0.674711      0.618539        -0.443      1.810534       -1.3057
      26     -0.344987      -0.23083     -2.793085       1.93752       0.36633      -1.04458      2.051173      0.585662      0.429526      -0.60699
