   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1     1.6243453     -0.611756      -0.52817      -1.07296       0.86540       -2.3015    1.74481176       -0.7612     0.3190390      -0.24937
       2     1.4621079     -2.060140      -0.32241       -0.3840       1.13376      -1.09989     -0.172428     -0.877858     0.0422137     0.5828152
       3    -1.1006191     1.1447237     0.9015907       0.50249       0.90085      -0.68372     -0.122890     -0.935769     -0.267888      0.530355
       4    -0.6916607     -0.396753      -0.68717       -0.8452       -0.6712      -0.01266    -1.1173103      0.234415     1.6598021       0.74204
       5    -0.1918355      -0.88762     -0.747158       1.69245       0.05080      -0.63699     0.1909154     2.1002551      0.120158      0.617203
       6    0.30017031     -0.352249     -1.142518      -0.34934       -0.2088       0.58662    0.83898341     0.9311020     0.2855873       0.88514
       7    -0.7543979      1.252868     0.5129298       -0.2980       0.48851      -0.07557     1.1316293      1.519816     2.1855754      -1.39649
       8     -1.444113     -0.504465       0.16003      0.876168       0.31563      -2.02220     -0.306204     0.8279746     0.2300947      0.762011
       9     -0.222328     -0.200758      0.186561       0.41005       0.19829       0.11900      -0.67066     0.3775637     0.1218212    1.12948390
      10    1.19891787     0.1851564     -0.375284      -0.63873        0.4234      0.077340     -0.343853     0.0435968     -0.620000     0.6980320
      11    -0.4471285     1.2245077      0.403491      0.593578       -1.0949      0.169382      0.740556   -0.95370060     -0.266218     0.0326145
      12   -1.37311732     0.3151593     0.8461606       -0.8595        0.3505      -1.31228     -0.038695      -1.61577     1.1214177      0.408900
      13     -0.024616      -0.77516      1.273755       1.96710       -1.8579       1.23616     1.6276507      0.338011    -1.1992680      0.863345
      14    -0.1809203     -0.603920      -1.23005      0.550537       0.79280      -0.62353     0.5205763      -1.14434     0.8018610      0.046567
      15     -0.186569      -0.10174     0.8688861        0.7504       0.52946       0.13770     0.0778211      0.618380     0.2324945      0.682551
      16      -0.31011     -2.434837      1.038824      2.186979       0.44136       -0.1001     -0.136444      -0.11905    0.01740940      -1.12201
      17     -0.517094     -0.997026      0.248799      -0.29664       0.49521       -0.1747     0.9863351      0.213533     2.1906997      -1.89636
      18     -0.646916     0.9014868      2.528325      -0.24863        0.0436       -0.2263    1.33145711      -0.28730    0.68006983       -0.3198
      19     -1.272558     0.3135477       0.50318        1.2932       -0.1104       -0.6173    0.56276109      0.240737     0.2806650       -0.0731
      20     1.1603385     0.3694927       1.90465      1.111056         0.659         -1.62     0.6023192      0.420282    0.81095167        1.0444
      21     -0.400878     0.8240056     -0.562305       1.95487       -1.3319       -1.7606   -1.65072126      -0.89055    -1.1191153      1.956078
      22     -0.326499     -1.342675       1.11438      -0.58652       -1.2368       0.87583     0.6233621      -0.43495    1.40754000       0.12910
      23     1.6169495     0.5027408       1.55880      0.109402       -1.2197       2.44936    -0.5457741      -0.19883    -0.7003985      -0.20339
      24    0.24266944     0.2018301    0.66102028      1.792158       -0.1204      -1.23312    -1.1823181     -0.665754     -1.674195     0.8250298
      25     -0.498213     -0.310984      -0.00189      -1.39662       -0.8613       0.67471    0.61853913     -0.443171    1.81053491      -1.30572
      26     -0.344987     -0.230839      -2.79308       1.93752       0.36633      -1.04458     2.0511734    0.58566200     0.4295261     -0.606998
      27     0.1062227     -1.525680    0.79502609      -0.37443       0.13404       1.20205     0.2847481      0.262467     0.2764993       -0.7332
      28     0.8360047     1.5433591      0.758805       0.88490       -0.8772       -0.8677    -1.4408760     1.2322530     -0.254179     1.3998439
      29    -0.7819116     -0.437508      0.095425       0.92145       0.06075       0.21112     0.0165275     0.1771877     -1.116470     0.0809271
      30    -0.1865789     -0.056824      0.492336      -0.68067        -0.084      -0.29736     0.4173020      0.784770     -0.955425     0.5859104
      31    2.06578332     -1.471156      -0.83017       -0.8805       -0.2790      1.622849     0.0133526     -0.694693     0.6218035      -0.59980
      32      1.123412     0.3052670      1.388779       -0.6613       3.03085       0.82458    0.65458015      -0.05118    -0.7255971      -0.86776
