Label  Volume(voxels)SurfArea(mm^2) Eccentricity   Elongation     Orientation    Centroid                      Axes Length                   Bounding Box                  
1      64695     1.62434        -0.61175       -0.5281        -1.07296       [0.86540, -2.3015, 1.74481]   [-0.7612, 0.31903, -0.2493]   [89, 144, 158, 200, 40, 131]  
2      10366     1.46210        -2.06014       -0.3224        -0.3840        [1.13376, -1.0998, -0.1724]   [-0.8778, 0.0422, 0.58281]    [116, 133, 96, 153, 51, 94]   
3      23638     -1.1006        1.144723       0.90159        0.50249        [0.90085, -0.6837, -0.1228]   [-0.9357, -0.2678, 0.53035]   [89, 119, 112, 184, 89, 151]  
4      22383     -0.6916        -0.39675       -0.687         -0.8452        [-0.6712, -0.0126, -1.1173]   [0.23441, 1.65980, 0.74204]   [112, 143, 120, 165, 90, 142] 
5      5549      -0.1918        -0.88762       -0.7471        1.692454       [0.05080, -0.6369, 0.1909]    [2.10025, 0.12015, 0.61720]   [121, 147, 143, 162, 64, 99]  
6      5882      0.30017        -0.35224       -1.142         -0.34934272    [-0.2088, 0.58662, 0.83898]   [0.93110, 0.28558, 0.88514]   [123, 148, 129, 147, 70, 104] 
7      35260     -0.7543        1.252868       0.51292        -0.29809       [0.48851, -0.0755, 1.13162]   [1.51981, 2.18557, -1.3964]   [89, 153, 89, 137, 73, 154]   
8      20647     -1.4441        -0.50446       0.16003        0.8761         [0.3156, -2.022, -0.3062]     [0.82797, 0.23009, 0.76]      [108, 150, 126, 153, 19, 73]  
9      2245      -0.2223        -0.2007        0.18656        0.41005        [0.19829, 0.11900, -0.6706]   [0.37756, 0.12182, 1.12948]   [135, 153, 113, 128, 51, 78]  
10     3498      1.1989         0.185156       -0.3752        -0.6387        [0.42349, 0.0773, -0.3438]    [0.04359, -0.6200, 0.69803]   [138, 160, 84, 112, 67, 90]   
11     3998      -0.4471        1.224507       0.40349        0.59357        [-1.094, 0.1693, 0.74055]     [-0.9537, -0.2662, 0.0326]    [135, 158, 113, 128, 35, 67]  
12     12174     -1.3731        0.315159       0.84616        -0.8595        [0.35054, -1.3122, -0.0386]   [-1.6157, 1.12141, 0.4089]    [135, 162, 81, 117, 42, 78]   
13     7820      -0.0246        -0.77516       1.27375        1.967101       [-1.8579, 1.23616, 1.6276]    [0.33801, -1.1992, 0.86334]   [133, 160, 62, 83, 58, 87]    
14     2820      -0.1809        -0.60392       -1.2300        0.55053        [0.79280, -0.6235, 0.52057]   [-1.1443, 0.80186, 0.04656]   [129, 150, 115, 129, 20, 45]  
15     9250      -0.1865        -0.10174       0.86888        0.75041        [0.52946, 0.1377, 0.0778]     [0.61838, 0.23249, 0.68255]   [131, 158, 82, 118, 28, 59]   
16     7040      -0.310         -2.43483       1.03882        2.186979       [0.44136, -0.1001, -0.1364]   [-0.1190, 0.01740, -1.122]    [129, 157, 62, 86, 40, 70]    
17     29607     -0.5170        -0.99702       0.24879        -0.29664       [0.49521, -0.1747, 0.98633]   [0.21353, 2.19069, -1.8963]   [89, 158, 76, 122, 84, 155]   
18     10983     -0.6469        0.901486       2.52832        -0.24863       [0.04366, -0.2263, 1.33145]   [-0.2873, 0.68006, -0.3198]   [97, 136, 67, 89, 110, 148]   
19     7973      -1.2725        0.313547       0.50318        1.293225       [-0.1104, -0.6173, 0.56276]   [0.24073, 0.28066, -0.0731]   [125, 160, 85, 104, 92, 131]  
20     9404      1.16033        0.369492       1.90465        1.1110566      [0.65904, -1.6274, 0.60231]   [0.42028, 0.81095, 1.04444]   [121, 158, 73, 87, 80, 132]   
21     8374      -0.4008        0.824005       -0.5623        1.9548         [-1.3319, -1.7606, -1.6507]   [-0.8905, -1.1191, 1.95607]   [123, 157, 63, 77, 84, 130]   
22     42215     -0.3264        -1.34267       1.11438        -0.5865        [-1.2368, 0.8758, 0.62336]    [-0.434, 1.40754, 0.12910]    [93, 153, 34, 69, 79, 144]    
23     20854     1.61694        0.502740       1.55880        0.109402       [-1.2197, 2.44936, -0.5457]   [-0.1988, -0.7003, -0.2033]   [115, 154, 32, 65, 52, 90]    
24     5218      0.24266        0.201830       0.66102        1.79215        [-0.1204, -1.2331, -1.182]    [-0.6657, -1.6741, 0.825]     [89, 114, 36, 65, 68, 91]     
25     3995      -0.4982        -0.31098       -0.0018        -1.3966        [-0.8613, 0.67471, 0.61853]   [-0.4431, 1.81053, -1.3057]   [90, 102, 157, 181, 39, 69]   
26     6021      -0.3449        -0.23083       -2.7930        1.937528       [0.36633, -1.044, 2.05117]    [0.58566, 0.42952, -0.6069]   [89, 102, 111, 135, 112, 147] 
27     5605      0.10622        -1.52568       0.7950         -0.3744        [0.13404, 1.2020, 0.28474]    [0.26246, 0.27649, -0.7332]   [90, 103, 135, 158, 39, 74]   
28     11391     0.83600        1.543359       0.75880        0.88490        [-0.8772, -0.8677, -1.4408]   [1.23225, -0.2541, 1.39984]   [89, 103, 133, 181, 56, 127]  
29     10129     -0.781         -0.4375        0.09542        0.92145        [0.06075, 0.21112, 0.01652]   [0.177, -1.1164, 0.08092]     [90, 102, 110, 170, 63, 119]  
30     9740      -0.186         -0.05682       0.49233        -0.6806        [-0.0845, -0.2973, 0.41730]   [0.78477, -0.9554, 0.5859]    [89, 107, 71, 111, 69, 121]   
31     20701     2.0657         -1.47115       -0.8301        -0.880         [-0.2790, 1.6228, 0.01335]    [-0.6946, 0.62180, -0.599]    [88, 113, 44, 90, 76, 142]    
32     4431      1.12341        0.305267       1.38877        -0.66134       [3.03085, 0.8245, 0.65458]    [-0.0511, -0.7255, -0.8677]   [88, 111, 37, 59, 86, 114]    
33     16130     -0.1359        -0.79726       0.28267        -0.82609       [0.62108, 0.9561, -0.7058]    [1.19268, -0.2379, 1.15528]   [97, 141, 132, 164, 38, 76]   
34     4766      0.43816        1.122328       -0.9970        -0.1067        [1.45142, -0.6180, -2.037]    [-1.9425, -2.5064, -2.1141]   [99, 126, 104, 130, 28, 54]   
35     3256      -0.4116        1.278528       -0.4422        0.32352        [-0.1099, 0.00854, -0.1681]   [-0.1741, 0.46116, -1.1759]   [98, 125, 85, 104, 41, 71]    
36     12956     1.01012        0.920017       -0.1950        0.80539        [-0.7013, -0.5372, 0.15626]   [-0.1902, -0.4487, -0.6724]   [88, 122, 31, 86, 53, 83]     
37     2654      -0.5574        0.939168       -1.9433        0.35249        [-0.2364, 0.72781, 0.51507]   [-2.7825, 0.58464, 0.32427]   [111, 131, 116, 129, 18, 44]  
38     7647      0.02186        -0.46867       0.85328        -0.4130        [1.83471, 0.56438, 2.13782]   [-0.785, -1.7559, 0.7147]     [110, 136, 81, 118, 25, 64]   
39     5502      0.85270        0.03536        -1.5387        -0.4478        [0.61798, -0.1841, -0.1159]   [-0.1754, -0.9339, -0.5330]   [108, 137, 63, 85, 44, 68]    
40     8355      -1.4265        1.767959       -0.4753        0.477610       [-1.0218, 0.7945, -1.8731]    [0.92061, -0.035, 2.11060]    [98, 136, 33, 65, 50, 69]     
41     2709      -1.3065        0.076380       0.3672         1.23289        [-0.422, 0.08646, -2.1424]    [-0.8301, 0.45161, 1.1041]    [118, 137, 133, 154, 67, 88]  
42     7461      -0.281         2.056355       1.76024        -0.0606        [-2.4135, -1.77, -0.7778]     [1.11584, 0.31027, -2.0942]   [122, 153, 101, 134, 69, 97]  
43     4621      -0.2287        1.61336        -0.3748        -0.7499        [2.05462, 0.05340, -0.4791]   [0.35016, 0.01716, -0.4291]   [121, 155, 84, 101, 86, 103]  
44     2533      1.20845        1.115701       0.84086        -0.1028        [1.14690, -0.0497, 0.46664]   [1.03368, 0.80884, 1.78975]   [127, 148, 100, 128, 49, 79]  
45     2373      0.4512         -1.68405       -1.1601        1.350106       [-0.3312, 0.38653, -0.8514]   [1.00088, -0.3848, 1.45810]   [122, 145, 96, 116, 73, 90]   
46     4622      -0.5322        1.11813        0.67439        -0.72239       [1.09899, -0.9016, -0.8224]   [0.7217, -0.6253, -0.5938]    [121, 156, 82, 116, 75, 94]   
47     836       -0.3439        -1.0001        1.04499        0.608514       [-0.0693, -0.1083, 0.45015]   [1.7653, 0.87096, -0.5084]    [89, 112, 38, 66, 77, 94]     
48     25899     0.77741        -0.11877       -0.198         1.86647        [-0.4189, -0.4791, -1.9521]   [-1.4023, 0.45112, -0.6949]   [88, 133, 16, 39, 50, 113]    
49     74514     0.51541        -1.11487       -0.7673        0.67457        [1.46089, 0.59247, 1.1978]    [1.70459, 1.04008, -0.9184]   [34, 90, 156, 202, 39, 133]   
50     10740     -0.105         0.630195       -0.41          0.45194        [-1.5791, -0.828, 0.52887]    [-2.2370, -1.1077, -0.0177]   [45, 65, 98, 153, 53, 95]     
51     21815     -1.7193        0.057120       -0.7995        -0.2915        [-0.2589, 0.18929, -0.5637]   [0.08968, -0.6011, 0.55607]   [60, 89, 112, 185, 90, 150]   
52     20643     1.69380        0.196869       0.16986        -1.164         [0.69336, -0.758, -0.8088]    [0.55743, 0.1810, 1.10717]    [35, 66, 120, 162, 90, 138]   
53     4305      1.44287        -0.53968       0.12837        1.7604         [0.96653, 0.71304, 1.30620]   [-0.6046, 0.63658, 1.40925]   [31, 54, 143, 160, 66, 99]    
54     5093      1.62091        -0.80618       -0.2516        0.3827151      [-0.2889, -0.3918, 0.684]     [-0.3534, -1.7879, 0.36184]   [29, 55, 130, 149, 72, 106]   
55     32595     -0.4244        -0.73153       -1.565         1.01382        [-2.2271, -1.6993, -0.2758]   [1.22895, 1.30970, -1.154]    [24, 89, 91, 139, 76, 154]    
56     21891     -0.1776        -1.51045       1.0112         -1.47656       [-0.1431, 1.03298, -0.2224]   [1.4701, -0.8700, 0.36919]    [28, 73, 128, 153, 20, 75]    
57     2463      0.85328        -0.13971       1.38631        0.5481295      [-1.6374, 3.95860, 0.64864]   [0.10734, -1.3988, 0.08176]   [23, 44, 117, 131, 51, 76]    
58     3470      -0.4599        0.644353       0.37167        1.853009       [0.14225, 0.5135, 0.37245]    [-0.1484, -0.1834, 1.10100]   [18, 45, 91, 117, 61, 90]     
59     4084      0.78002        -0.62944       -1.1134        -0.06741       [1.16143, -0.0275, 1.7464]    [-0.7750, 0.14164, -2.5163]   [21, 45, 118, 130, 34, 65]    
60     12521     -0.5956        -0.30912       0.51093        1.71066        [0.03494, 1.45391, 0.66168]   [0.98635, -0.4661, 1.38499]   [15, 46, 88, 119, 41, 77]     
61     9462      -1.072         0.495158       -0.9520        -0.5181        [-1.4614, -0.5163, 0.35111]   [-0.0687, -1.3477, 1.47073]   [17, 49, 66, 89, 60, 90]      
62     3024      0.33722        1.008065       0.7852         -0.66486       [-1.9450, -0.9154, 1.22515]   [-1.0535, 0.81604, -0.6124]   [32, 54, 117, 131, 21, 42]    
63     9076      0.39310        -1.8239        1.16707        -0.0396        [0.88582, 0.18986, 0.79806]   [-0.1019, 0.74335, -1.509]    [21, 49, 89, 119, 26, 59]     
64     7277      -1.0807        0.725474       -0.0391        -0.2287        [-0.1796, 0.50172, -0.5933]   [0.51030, -0.9157, -0.4072]   [22, 47, 64, 89, 42, 69]      
65     25323     0.98495        1.071252       -1.0971        0.83863        [-1.0391, 0.73302, -1.8988]   [-1.1171, -0.5089, -0.1664]   [20, 88, 78, 124, 84, 155]    
66     11274     1.42361        0.903999       1.57546        1.20660        [-0.282, -0.2663, 1.06897]    [0.0403, -0.1569, -1.3352]    [45, 81, 68, 90, 111, 149]    
67     6388      -0.1064        -2.7909        -0.4561        -0.9798        [0.69257, -0.4786, -0.3290]   [1.34710, -1.0490, 0.31665]   [20, 50, 91, 108, 93, 130]    
68     10048     -1.8952        0.089729       0.41026        0.85987        [-0.8986, 0.31965, 0.31815]   [-0.0192, 0.1500, 0.46353]    [19, 55, 78, 93, 79, 131]     
69     11197     0.39788        -0.9960        -1.1958        2.50598028     [1.91979, -1.391, 0.45021]    [0.62743, 0.75133, 0.14039]   [22, 55, 66, 82, 85, 131]     
70     37789     -0.9268        -0.18242       -0.4911        0.134373       [-0.268, -0.1316, 1.01855]    [1.23055, -1.1811, -0.4599]   [28, 82, 37, 71, 81, 147]     
71     17921     -0.7907        1.223722       -0.0593        1.44898        [-0.4775, 0.02599, -1.3486]   [1.30253, -0.3626, -1.4851]   [28, 63, 32, 68, 52, 89]      
72     6100      -0.5924        -2.3049        -0.0318        0.11248        [0.28807, 1.49810, -0.3009]   [0.80745, 0.31223, -0.1933]   [62, 89, 38, 69, 71, 91]      
73     4100      -2.0768        0.947501       -0.5039        0.01795        [-1.2704, 0.28299, 0.10803]   [0.02941, -0.1347, 1.04921]   [79, 89, 156, 180, 39, 69]    
74     5938      0.96622        0.725916       3.32107        -0.6002        [-0.3795, -1.014, 0.43598]    [-0.687, -2.6983, -1.2133]    [76, 89, 111, 135, 114, 146]  
75     4720      0.07225        1.009787       -1.5569        -0.6124        [-0.1393, -0.7285, 0.53116]   [0.00400, 0.3212, -0.7252]    [78, 90, 135, 158, 39, 73]    
76     11366     1.53653        -0.00037       1.29354        -0.4389        [0.59003, -0.6793, -0.950]    [-0.704, -0.0458, -0.2187]    [75, 89, 133, 180, 58, 127]   
