Label  Volume(voxels)SurfArea(mm^2) Eccentricity   Elongation     Orientation    Centroid                      Axes Length                   Bounding Box                  
1      54367     1.62434        -0.61175       -0.5281        -1.07296       [0.86540, -2.3015, 1.74481]   [-0.7612, 0.31903, -0.249]    [139, 189, 167, 213, 36, 115] 
2      8898      1.46210        -2.06014       -0.3224        -0.3840        [1.13376, -1.0998, -0.1724]   [-0.8778, 0.04221, 0.58281]   [160, 177, 106, 163, 46, 84]  
3      21373     -1.1006        1.144723       0.90159        0.50249        [0.90085, -0.6837, -0.1228]   [-0.9357, -0.267, 0.53035]    [136, 164, 125, 198, 77, 135] 
4      19867     -0.6916        -0.39675       -0.6871        -0.8452        [-0.671, -0.0126, -1.1173]    [0.23441, 1.65980, 0.74204]   [158, 188, 131, 175, 79, 126] 
5      4479      -0.1918        -0.88762       -0.7471        1.692454       [0.05080, -0.6369, 0.19091]   [2.10025, 0.12015, 0.61720]   [167, 191, 152, 171, 56, 87]  
6      5046      0.30017        -0.35224       -1.1425        -0.3493        [-0.2088, 0.58662, 0.83898]   [0.93110, 0.28558, 0.88514]   [168, 192, 138, 156, 62, 92]  
7      31038     -0.7543        1.252868       0.51292        -0.298         [0.48851, -0.0755, 1.13162]   [1.51981, 2.18557, -1.3964]   [132, 195, 101, 145, 65, 139] 
8      16969     -1.4441        -0.50446       0.16003        0.87616        [0.31563, -2.0222, -0.3062]   [0.8279, 0.23009, 0.76201]    [152, 192, 134, 162, 18, 64]  
9      1853      -0.2223        -0.20075       0.18656        0.41005        [0.19829, 0.11900, -0.6706]   [0.3775, 0.12182, 1.12948]    [178, 195, 121, 136, 46, 69]  
10     2875      1644           1.19891        0.1851         -0.3752        [-0.6387, 0.4234, 0.07734]    [-0.3438, 0.04359, -0.6200]   [178, 200, 91, 119, 60, 81]   
11     3253      0.69803        -0.44712       1.22450        0.40349        [0.59357, -1.0949, 0.16938]   [0.74055, -0.9537, -0.2662]   [178, 199, 121, 135, 32, 60]  
12     9836      0.03261        -1.373         0.31515        0.84616        [-0.8595, 0.35054, -1.3122]   [-0.038, -1.6157, 1.12141]    [176, 202, 89, 124, 38, 70]   
13     6458      0.40890        -0.0246        -0.775         1.273755       [1.96710, -1.8579, 1.23616]   [1.62765, 0.33801, -1.1992]   [171, 198, 70, 91, 53, 79]    
14     2354      0.86334        -0.18092       -0.6039        -1.2300        [0.55053, 0.79280, -0.6235]   [0.5205, -1.1443, 0.80186]    [172, 191, 123, 137, 18, 41]  
15     7686      0.0465         -0.18656       -0.1017        0.86888        [0.75041, 0.52946, 0.13770]   [0.0778, 0.61838, 0.23249]    [173, 198, 90, 127, 26, 54]   
16     5869      0.6825         -0.31011       -2.43          1.038824       [2.1869, 0.44136, -0.1001]    [-0.1364, -0.1190, 0.01740]   [168, 195, 72, 94, 38, 64]    
17     26077     -1.1220        -0.51709       -0.997         0.248799       [-0.2966, 0.49521, -0.1747]   [0.98633, 0.21353, 2.19069]   [131, 199, 89, 129, 74, 140]  
18     9909      -1.8963        -0.64691       0.90148        2.528325       [-0.2486, 0.04366, -0.226]    [1.33145, -0.2873, 0.68006]   [137, 176, 78, 99, 100, 134]  
