Label  Volume(voxels)SurfArea(mm^2) Eccentricity   Elongation     Orientation    Centroid                      Axes Length                   Bounding Box                  
1      52594     1.62434        -0.61175       -0.5281        -1.07296       [0.86540, -2.301, 1.74481]    [-0.7612, 0.31903, -0.2493]   [89, 146, 157, 197, 42, 129]  
2      11551     1.46210        -2.0601        -0.3224        -0.3840        [1.13376, -1.099, -0.172]     [-0.8778, 0.04221, 0.58281]   [118, 137, 96, 154, 53, 95]   
3      19193     -1.1006        1.144723       0.90159        0.5024         [0.90085, -0.6837, -0.1228]   [-0.9357, -0.2678, 0.53035]   [89, 120, 114, 182, 90, 157]  
4      17125     -0.6916        -0.39675       -0.6871        -0.8452        [-0.6712, -0.0126, -1.1173]   [0.23441, 1.65980, 0.74204]   [114, 145, 120, 164, 91, 140] 
5      4564      -0.1918        -0.88762       -0.7471        1.692454       [0.05080, -0.63, 0.1909]      [2.10025, 0.12015, 0.61720]   [130, 149, 144, 163, 64, 99]  
6      5296      0.30017        -0.3522        -1.1425        -0.3493        [-0.2088, 0.58662, 0.83898]   [0.93110, 0.28558, 0.88514]   [128, 151, 130, 148, 68, 105] 
7      29833     -0.7543        1.252868       0.51292        -0.29809       [0.48851, -0.0755, 1.13162]   [1.51981, 2.18557, -1.396]    [90, 154, 87, 138, 71, 159]   
8      14178     -1.4441        -0.50446       0.16003        0.8761689      [0.31563, -2.0222, -0.3062]   [0.82797, 0.23009, 0.76201]   [106, 151, 127, 146, 23, 72]  
9      1715      -0.2223        -0.20075       0.18656        0.41005        [0.19829, 0.11900, -0.6706]   [0.37756, 0.12182, 1.12948]   [137, 153, 113, 129, 50, 77]  
10     2812      1.19891        0.185156       -0.3752        -0.6387        [0.42349, 0.07734, -0.3438]   [0.04359, -0.6200, 0.69803]   [139, 158, 85, 112, 66, 90]   
11     2814      -0.4471        1.224507       0.40349        0.59357        [-1.0949, 0.16938, 0.7405]    [-0.9537, -0.2662, 0.03261]   [136, 155, 114, 128, 37, 66]  
12     9924      -1.3731        0.315159       0.84616        -0.8595        [0.35054, -1.312, -0.0386]    [-1.6157, 1.12141, 0.40890]   [136, 159, 82, 117, 43, 78]   
13     6468      -0.0246        -0.77516       1.27375        1.967101       [-1.8579, 1.23616, 1.62765]   [0.3380, -1.1992, 0.86334]    [135, 158, 63, 84, 58, 87]    
14     2165      -0.1809        -0.60392       -1.2300        0.55053        [0.7928, -0.6235, 0.5205]     [-1.144, 0.80186, 0.04656]    [129, 148, 114, 128, 23, 44]  
15     7662      -0.1865        -0.1017        0.86888        0.75041        [0.52946, 0.13770, 0.07782]   [0.61838, 0.23249, 0.68255]   [131, 157, 82, 117, 31, 59]   
16     5969      -0.3101        -2.4348        1.03882        2.186979       [0.44136, -0.1001, -0.1364]   [-0.1190, 0.01740, -1.1220]   [131, 156, 63, 85, 42, 69]    
17     23776     -0.5170        -0.99702       0.24879        -0.29664       [0.49521, -0.1747, 0.98633]   [0.21353, 2.19069, -1.8963]   [90, 157, 78, 123, 83, 156]   
18     8901      -0.6469        0.901486       2.52832        -0.2486        [0.04366, -0.2263, 1.33145]   [-0.2873, 0.68006, -0.319]    [100, 136, 68, 89, 113, 148]  
19     5741      -1.2725        0.313547       0.50318        1.29322        [-0.1104, -0.6173, 0.56276]   [0.24073, 0.28066, -0.073]    [126, 158, 85, 105, 92, 128]  
20     6683      1.16033        0.369492       1.90465        1.1110         [0.65904, -1.6274, 0.60231]   [0.42028, 0.81095, 1.04444]   [123, 156, 75, 88, 80, 130]   
21     6200      -0.4008        0.824005       -0.5623        1.95487        [-1.3319, -1.7606, -1.6507]   [-0.8905, -1.1191, 1.95607]   [125, 155, 65, 78, 84, 129]   
22     30132     -0.326         -1.34267       1.11438        -0.5865        [-1.2368, 0.87583, 0.62336]   [-0.434, 1.40754, 0.12910]    [96, 150, 39, 72, 80, 147]    
23     14611     1.61694        0.502740       1.55880        0.109402       [-1.2197, 2.44936, -0.545]    [-0.1988, -0.7003, -0.2033]   [117, 152, 38, 66, 51, 90]    
24     5037      0.24266        0.201830       0.6610         1.79215        [-0.1204, -1.2331, -1.1823]   [-0.6657, -1.674, 0.82502]    [90, 112, 39, 65, 70, 93]     
25     3946      -0.4982        -0.31098       -0.0018        -1.3966        [-0.8613, 0.67471, 0.61853]   [-0.443, 1.81053, -1.3057]    [88, 102, 155, 181, 41, 70]   
26     5086      -0.3449        -0.23083       -2.7930        1.93752        [0.36633, -1.0445, 2.05117]   [0.58566, 0.42952, -0.606]    [90, 103, 112, 136, 120, 155] 
27     5210      0.10622        -1.52568       0.79502        -0.3744        [0.13404, 1.20205, 0.28474]   [0.26246, 0.2764, -0.7332]    [86, 104, 132, 157, 48, 75]   
28     12874     0.83600        1.543359       0.75880        0.88490        [-0.8772, -0.8677, -1.4408]   [1.232, -0.2541, 1.39984]     [88, 105, 134, 183, 59, 131]  
29     9902      -0.7819        -0.43750       0.09542        0.92145        [0.06075, 0.21112, 0.01652]   [0.17718, -1.1164, 0.08092]   [87, 103, 108, 172, 64, 127]  
30     6904      -0.1865        -0.05682       0.49233        -0.680         [-0.0845, -0.2973, 0.41730]   [0.78477, -0.9554, 0.58591]   [89, 106, 68, 112, 67, 127]   
31     18237     2.0657         -1.47115       -0.8301        -0.8805        [-0.2790, 1.62284, 0.01335]   [-0.6946, 0.62180, -0.5998]   [89, 111, 45, 89, 75, 146]    
32     4290      1.12341        0.305267       1.38877        -0.66134       [3.03085, 0.82458, 0.65458]   [-0.0511, -0.7255, -0.8677]   [90, 112, 37, 59, 87, 118]    
33     12715     -0.1359        -0.79726       0.28267        -0.82609       [0.62108, 0.9561, -0.7058]    [1.19268, -0.2379, 1.15528]   [98, 144, 130, 162, 43, 76]   
34     5287      0.43816        1.122328       -0.9970        -0.1067        [1.45142, -0.6180, -2.0372]   [-1.9425, -2.5064, -2.11]     [98, 125, 103, 129, 30, 53]   
35     2922      -0.4116        1.278528       -0.4422        0.323527       [-0.1099, 0.00854, -0.1681]   [-0.174, 0.46116, -1.1759]    [99, 124, 85, 104, 41, 69]    
36     11562     1.01012        0.920017       -0.1950        0.80539        [-0.7013, -0.5372, 0.15626]   [-0.1902, -0.4487, -0.6724]   [90, 122, 37, 87, 51, 83]     
37     2072      -0.5574        0.939168       -1.9433        0.35249        [-0.2364, 0.72781, 0.5150]    [-2.7825, 0.58464, 0.32427]   [111, 130, 115, 128, 22, 43]  
38     6762      0.02186        -0.46867       0.85328        -0.4130        [1.83471, 0.56438, 2.13782]   [-0.7855, -1.7559, 0.71478]   [110, 138, 82, 118, 28, 61]   
39     5364      0.85270        0.03536        -1.5387        -0.4478        [0.61798, -0.1841, -0.1159]   [-0.1754, -0.9339, -0.5330]   [108, 139, 63, 84, 44, 65]    
40     7055      -1.4265        1.767959       -0.4753        0.477610       [-1.0218, 0.79452, -1.8731]   [0.92061, -0.0353, 2.11060]   [101, 138, 39, 65, 50, 69]    
41     3244      -1.3065        0.0763         0.3672         1.232899       [-0.4228, 0.08646, -2.1424]   [-0.8, 0.451, 1.10417]        [124, 142, 133, 155, 66, 89]  
42     8397      -0.2817        2.05635        1.76024        -0.0606        [-2.41, -1.7775, -0.7778]     [1.11584, 0.31027, -2.0942]   [125, 154, 101, 134, 68, 98]  
43     4318      -0.228         1.613361       -0.3748        -0.749         [2.05462, 0.05340, -0.4791]   [0.35016, 0.01716, -0.429]    [123, 154, 86, 102, 84, 104]  
44     2646      1.2084         1.11570        0.84086        -0.1028        [1.14690, -0.0497, 0.46664]   [1.03368, 0.80884, 1.78975]   [128, 150, 100, 129, 49, 77]  
