   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1      1.624345      -0.61175      -0.52817       -1.0729       0.86540      -2.30153      1.744811      -0.76120      0.319039      -0.24937
       2     1.4621079      -2.06014     -0.322417       -0.3840       1.13376       -1.0998     -0.172428      -0.87785     0.0422137       0.58281
       3     -1.100619      1.144723       0.90159       0.50249       0.90085       -0.6837      -0.12289      -0.93576      -0.26788      0.530355
       4    -0.6916607      -0.39675     -0.687172      -0.84520        -0.671      -0.01266     -1.117310      0.234415     1.6598021      0.742044
       5    -0.1918355      -0.88762        -0.747      1.692454       0.05080      -0.63699     0.1909154      2.100255     0.1201589      0.617203
       6    0.30017031     -0.352249      -1.14251      -0.34934       -0.2088      0.586623     0.8389834      0.931102     0.2855873      0.885141
       7    -0.7543979      1.252868     0.5129298       -0.2980       0.48851      -0.07557     1.1316293      1.519816     2.1855754      -1.39649
       8      -1.44411      -0.50446     0.1600370      0.876168        0.3156       -2.0222    -0.3062040      0.827974     0.2300947      0.762011
       9    -0.2223281     -0.200758      0.186561      0.410051       0.19829      0.119008     -0.670662     0.3775637       0.12182       1.12948
      10     1.1989178     0.1851564      -0.37528       -0.6387        0.4234       0.07734    -0.3438536      0.043596     -0.620000      0.698032
      11    -0.4471285      1.224507      0.403491      0.593578       -1.0949      0.169382     0.7405564      -0.95370     -0.266218      0.032614
      12     -1.373117      0.315159      0.846160       -0.8595       0.35054       -1.3122     -0.038695      -1.61577     1.1214177      0.408900
      13      -0.02461      -0.77516      1.273755       1.96710       -1.8579       1.23616      1.627650       0.33801      -1.19926       0.86334
      14     -0.180920      -0.60392     -1.230058       0.55053       0.79280       -0.6235     0.5205763      -1.14434     0.8018610      0.046567
      15     -0.186569      -0.10174      0.868886       0.75041       0.52946      0.137701     0.0778211      0.618380      0.232494      0.682551
      16     -0.310116      -2.43483      1.038824        2.1869       0.44136      -0.10015     -0.136444      -0.11905      0.017409      -1.12201
      17     -0.517094      -0.99702      0.248799       -0.2966       0.49521       -0.1747      0.986335      0.213533     2.1906997      -1.89636
      18      -0.64691      0.901486     2.5283257       -0.2486       0.04366       -0.2263     1.3314571      -0.28730     0.6800698      -0.31980
      19    -1.2725587      0.313547       0.50318       1.29322       -0.1104      -0.61736     0.5627610      0.240737     0.2806650      -0.07311
      20      1.160338      0.369492     1.9046587      1.111056       0.65904        -1.627     0.6023192      0.420282     0.8109516      1.044442
      21      -0.40087      0.824005      -0.56230      1.954878       -1.3319       -1.7606       -1.6507        -0.890      -1.11911       1.95607
      22      -0.32649       -1.3426     1.1143829       -0.5865        -1.236       0.87583      0.623362       -0.4349      1.407540       0.12910
      23      1.616949      0.502740     1.5588055      0.109402       -1.2197       2.44936      -0.54577       -0.1988       -0.7003       -0.2033
      24      0.242669      0.201830     0.6610202      1.792158        -0.120      -1.23312      -1.18231     -0.665754      -1.67419      0.825029
