   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1    1.62434536      -0.61175      -0.52817       -1.0729       0.86540      -2.30153     1.7448117      -0.76120      0.319039      -0.24937
       2    1.46210793      -2.06014      -0.32241      -0.38405       1.13376      -1.09989     -0.172428     -0.877858     0.0422137      0.582815
       3      -1.10061     1.1447237      0.901590       0.50249       0.90085       -0.6837     -0.122890      -0.93576    -0.2678880      0.530355
       4     -0.691660     -0.396753      -0.68717       -0.8452       -0.6712       -0.0126    -1.1173103      0.234415     1.6598021      0.742044
       5     -0.191835     -0.887628      -0.74715        1.6924       0.05080       -0.6369    0.19091548      2.100255    0.12015895      0.617203
       6   0.300170319     -0.352249     -1.142518      -0.34934       -0.2088      0.586623     0.8389834        0.9311     0.2855873      0.885141
       7     -0.754397      1.252868      0.512929       -0.2980       0.48851       -0.0755     1.1316293      1.519816     2.1855754      -1.39649
       8    -1.4441138      -0.50446      0.160037      0.876168       0.31563      -2.02220     -0.306204      0.827974     0.2300947      0.762011
       9     -0.222328      -0.20075     0.1865613      0.410051       0.19829       0.11900     -0.670662      0.377563     0.1218212      1.129483
      10    1.19891787     0.1851564     -0.375284      -0.63873       0.42349      0.077340     -0.343853     0.0435968     -0.620000      0.698032
      11     -0.447128     1.2245077      0.403491      0.593578       -1.0949        0.1693     0.7405564      -0.95370     -0.266218      0.032614
      12    -1.3731173      0.315159      0.846160      -0.85951        0.3505       -1.3122     -0.038695      -1.61577      1.121417      0.408900
      13    -0.0246169     -0.775161      1.273755      1.967101       -1.8579      1.236164       1.62765     0.3380116     -1.199268      0.863345
      14     -0.180920      -0.60392      -1.23005      0.550537       0.79280       -0.6235     0.5205763      -1.14434     0.8018610      0.046567
      15     -0.186569     -0.101745      0.868886      0.750411       0.52946       0.13770      0.077821      0.618380      0.232494      0.682551
      16     -0.310116      -2.43483      1.038824      2.186979        0.4413       -0.1001     -0.136444      -0.11905     0.0174094      -1.12201
      17     -0.517094      -0.99702      0.248799       -0.2966       0.49521       -0.1747     0.9863351      0.213533     2.1906997      -1.89636
