   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1      1.624345       -0.6117     -0.528171      -1.07296       0.86540       -2.3015     1.7448117       -0.7612      0.319039       -0.2493
       2      1.462107      -2.06014      -0.32241       -0.3840       1.13376       -1.0998     -0.172428        -0.877     0.0422137       0.58281
       3      -1.10061      1.144723      0.901590      0.502494        0.9008       -0.6837       -0.1228       -0.9357    -0.2678880       0.53035
       4       -0.6916      -0.39675     -0.687172       -0.8452       -0.6712       -0.0126      -1.11731      0.234415      1.659802       0.74204
       5      -0.19183      -0.88762      -0.74715      1.692454       0.05080       -0.6369      0.190915      2.100255    0.12015895       0.61720
       6      0.300170      -0.35224     -1.142518      -0.34934       -0.2088       0.58662      0.838983       0.93110     0.2855873       0.88514
       7      -0.75439      1.252868     0.5129298       -0.2980       0.48851       -0.0755    1.13162938      1.519816      2.185575        -1.396
       8     -1.444113      -0.50446     0.1600370      0.876168       0.31563       -2.0222     -0.306204      0.827974      0.230094      0.762011
       9     -0.222328     -0.200758      0.186561       0.41005       0.19829      0.119008     -0.670662    0.37756378     0.1218212     1.1294839
      10      1.198917      0.185156       -0.3752       -0.6387       0.42349       0.07734     -0.343853      0.043596     -0.620000      0.698032
      11      -0.44712     1.2245077     0.4034916       0.59357       -1.0949      0.169382     0.7405564     -0.953700     -0.266218     0.0326145
      12     -1.373117      0.315159     0.8461606      -0.85951       0.35054      -1.31228     -0.038695      -1.61577     1.1214177      0.408900
      13      -0.02461      -0.77516      1.273755        1.9671       -1.8579       1.23616     1.6276507      0.338011     -1.199268       0.86334
      14      -0.18092      -0.60392       -1.2300      0.550537       0.79280       -0.6235     0.5205763      -1.14434     0.8018610      0.046567
      15     -0.186569      -0.10174     0.8688861        0.7504       0.52946      0.137701      0.077821      0.618380       0.23249      0.682551
      16     -0.310116      -2.43483     1.0388246       2.18697       0.44136      -0.10015      -0.13644     -0.119054      0.017409      -1.12201
      17      -0.51709         -0.99     0.2487991       -0.2966       0.49521       -0.1747     0.9863351      0.213533     2.1906997       -1.8963
      18      -0.64691      0.901486     2.5283257         -0.24       0.04366       -0.2263     1.3314571      -0.28730     0.6800698        -0.319
      19     -1.272558      0.313547      0.503184      1.293225       -0.1104        -0.617     0.5627610      0.240737     0.2806650      -0.07311
      20      1.160338      0.369492      1.904658      1.111056       0.65904        -1.627     0.6023192      0.420282     0.8109516       1.04444
      21      -0.40087      0.824005      -0.56230      1.954878        -1.331       -1.7606      -1.65072       -0.8905      -1.11911       1.95607
      22      -0.32649        -1.342      1.114382       -0.5865       -1.2368       0.87583     0.6233621      -0.43495      1.407540       0.12910
      23     1.6169495      0.502740     1.5588055       0.10940        -1.219       2.44936     -0.545774      -0.19883      -0.70039       -0.2033
      24     0.2426694      0.201830      0.661020        1.7921       -0.1204      -1.23312      -1.18231      -0.66575      -1.67419      0.825029
      25      -0.49821      -0.31098      -0.00189      -1.39662       -0.8613       0.67471     0.6185391       -0.4431     1.8105349       -1.3057
      26      -0.34498      -0.23083    -2.7930850      1.937528       0.36633       -1.0445      2.051173       0.58566      0.429526       -0.6069
      27      0.106222      -1.52568      0.795026       -0.3744       0.13404       1.20205     0.2847481       0.26246     0.2764993       -0.7332
      28       0.83600      1.543359       0.75880       0.88490       -0.8772       -0.8677      -1.44087       1.23225      -0.25417       1.39984
      29       -0.7819       -0.4375      0.095425       0.92145       0.06075       0.21112      0.016527       0.17718      -1.11647       0.08092
      30      -0.18657      -0.05682       0.49233      -0.68067       -0.0845       -0.2973     0.4173020      0.784770     -0.955425       0.58591
      31     2.0657833      -1.47115     -0.830171       -0.8805       -0.2790       1.62284     0.0133526      -0.69469      0.621803       -0.5998
      32    1.12341216      0.305267      1.388779       -0.6613       3.03085      0.824584     0.6545801      -0.05118     -0.725597      -0.86776
      33    -0.1359773      -0.79726      0.282675       -0.8260       0.62108      0.956121      -0.70584       1.19268      -0.23794       1.15528
      34     0.4381663      1.122328     -0.997019       -0.1067       1.45142      -0.61803       -2.0372     -1.942589      -2.50644      -2.11416
      35      -0.41163      1.278528      -0.44222       0.32352       -0.1099      0.008548     -0.168198      -0.17418      0.461164       -1.1759
      36     1.0101271      0.920017      -0.19505       0.80539       -0.7013       -0.5372      0.156263      -0.19022      -0.44873       -0.6724
      37     -0.557494      0.939168      -1.94332      0.352494       -0.2364      0.727813     0.5150736      -2.78253     0.5846466      0.324274
      38      0.021862       -0.4686      0.853281      -0.41302       1.83471       0.56438     2.1378280      -0.78553      -1.75592      0.714789
      39     0.8527040      0.035360      -1.53879       -0.4478       0.61798      -0.18417       -0.1159      -0.17545      -0.93391      -0.53302
      40     -1.426555      1.767959     -0.475372      0.477610       -1.0218      0.794528      -1.87316     0.9206151      -0.03536    2.11060505
      41      -1.30653      0.076380      0.367231      1.232899       -0.4228       0.08646      -2.14246       -0.8301      0.451615       1.10417
      42      -0.28173      2.056355     1.7602492      -0.06065       -2.4135       -1.7775     -0.777858      1.115841     0.3102722      -2.09424
      43       -0.2287      1.613361     -0.374804       -0.7499       2.05462       0.05340      -0.47915      0.350167    0.01716472      -0.42914
      44       1.20845      1.115701       0.84086       -0.1028       1.14690      -0.04970     0.4666432      1.033686     0.8088443      1.789754
      45       0.45128      -1.68405     -1.160170      1.350106       -0.3312       0.38653    -0.8514556      1.000881     -0.384832      1.458108
      46      -0.53223       1.11813       0.67439       -0.7223       1.09899       -0.9016    -0.8224671      0.721711      -0.62534      -0.59384
      47     -0.343900      -1.00016      1.044994       0.60851       -0.0693       -0.1083       0.45015      1.765335      0.870969       -0.5084
      48     0.7774192      -0.11877      -0.19899       1.86647       -0.4189      -0.47918     -1.952105      -1.40232      0.451122       -0.6949
      49       0.51541      -1.11487     -0.767309      0.674570       1.46089       0.59247     1.1978308       1.70459      1.040089       -0.9184
      50      -0.10534      0.630195    -0.4148469       0.45194       -1.5791       -0.8286     0.5288797      -2.23708     -1.107712       -0.0177
      51      -1.71939      0.057120      -0.79954       -0.2915       -0.2589       0.18929      -0.56378         0.089      -0.60115       0.55607
      52      1.693809       0.19686     0.1698692      -1.16400       0.69336       -0.7580     -0.808847        0.5574     0.1810387       1.10717
      53      1.442876      -0.53968      0.128376      1.760415       0.96653       0.71304     1.3062060      -0.60460     0.6365834       1.40925
      54     1.6209122      -0.80618      -0.25167      0.382715       -0.2889      -0.39181     0.6840013      -0.35340     -1.787912       0.36184
      55      -0.42449      -0.73153     -1.565738      1.013822       -2.2271       -1.6993     -0.275846      1.228955     1.3097059      -1.15498
      56     -0.177632      -1.51045     1.0112070       -1.4765       -0.1431      1.032983     -0.222414      1.470160      -0.87000      0.369190
      57     0.8532821       -0.1397     1.3863142       0.54812       -1.6374      3.958602     0.6486436      0.107343     -1.398812      0.081767
      58     -0.459942      0.644353     0.3716702      1.853009        0.1422      0.513505     0.3724568     -0.148489     -0.183400     1.1010002
      59    0.78002713      -0.62944     -1.113436       -0.0674       1.16143      -0.02752     1.7464350      -0.77507     0.1416405      -2.51630
      60    -0.5956678      -0.30912     0.5109377      1.710661       0.03494      1.453917     0.6616810      0.986352     -0.466154      1.384991
      61     -1.072964      0.495158      -0.95206      -0.51814       -1.4614      -0.51634      0.351116    -0.0687704      -1.34776     1.4707398
      62      0.337220     1.0080654     0.7852269      -0.66486       -1.9450       -0.9154    1.22515584      -1.05354      0.816043      -0.61240
      63      0.393109      -1.82391      1.167075      -0.03966       0.88582       0.18986     0.7980637       -0.1019     0.7433565       -1.5095
      64     -1.080710      0.725474     -0.039178           140       -0.2287       -0.1796     0.5017251      -0.59334     0.5103075      -0.91579
      65      -0.40725      0.984951     1.0712524       -1.0971       0.83863       -1.0391      0.733023      -1.89881     -1.117110       -0.5089
      66      -0.16648      1.423614     0.9039991       1.57546       1.20660       -0.2828     -0.266326      1.068971     0.0403714      -0.15699
      67      -1.33520      -0.10646      -2.79099       -0.4561       -0.9798        0.6925     -0.478672      -0.32905     1.3471054      -1.04906
      68     0.3166588      -1.89526      0.089729       0.41026       0.85987      -0.89868     0.3196569     0.3181541     -0.019231        0.1500
      69     0.4635343      0.397880      -0.99601       -1.1958       2.50598      1.919792     -1.391693     0.4502177     0.6274370    0.75133723
      70     0.1403954      -0.92687    -0.1824204       -0.4911       0.13437      -0.26837     -0.131675      1.018552      1.230558       -1.1811
      71     -0.459930      -0.79079      1.223722      -0.05936       1.44898      -0.47758      0.025999     -1.348696      1.302535     -0.362612
      72      -1.48515      -0.59246      -2.30490       -0.0318       0.11248      0.288078      1.498108     -0.300976      0.807455     0.3122386
      73      -0.19332      -2.07680    0.94750116      -0.50397       0.01795       -1.2704     0.2829955       0.10803     0.0294176       -0.1347
      74      1.049218      0.966220      0.725916       3.32107       -0.6002       -0.3795       -1.0148       0.43598      -0.68748        -2.698
      75      -1.21333      0.072251      1.009787        -1.556       -0.6124       -0.1393     -0.728537      0.531163     0.0040008       0.32126
      76       -0.7252       1.53653     -0.000375       1.29354       -0.4389       0.59003      -0.67938       -0.9509      -0.70435        -0.045
      77       -0.2187      1.539207     -1.148704       -1.0903       1.70018       0.60878      -1.88141       0.49726      0.237332       -2.1444
      78     -0.369562       -0.0174       0.73140      0.954495       0.09574       1.03345     -0.146273        -0.857     -0.934181      0.542645
      79     -1.958169      0.677807      -1.10657      -0.35922       0.50538      1.217940     -1.940680       -0.8061      0.049061      -0.59608
      80     0.8616231      -2.08639     0.3618016      0.425920       0.04908      1.102236       -1.2295      1.108616     -0.702920      0.725550
      81     -0.324204      0.814343       0.78046       -1.4640       -0.1544      -0.09243     -0.237875      -0.75566      1.851437        0.2090
      82     1.5550159      -0.56914       -1.0617       0.13224       -0.5632       2.39014     0.2454228       1.15259     -0.224235      -0.32606
      83      -0.03091      0.355717      0.849586       -0.1221       -0.6808       -1.0678    -0.0766793      0.572962     0.4579470      -0.01781
      84     -0.600138      0.146765      0.571804      -0.03681       0.11236      -0.15050      0.915499      -0.43820      0.185535      0.394428
      85   0.725522558      1.495884        0.6754      0.599213       -1.4702      0.606403     2.2937176      -0.83001     -1.019519       -0.2146
      86      1.021248      0.524750      -0.47712       -0.0359       1.03703       0.67261     2.4288769      1.005686     0.3535672       0.61472
      87     -0.348984      -0.97777       0.17195      0.490561       -1.3952      -0.52235     -0.369255      0.265642     -0.260466      0.445096
      88     0.0981122      1.060327     -1.711167       1.65712       1.41767       0.05031      0.650323     0.6065484      -0.73728     0.1646650
      89      0.778174      0.309816      1.051320      0.094996       0.08075       -0.7678      -0.36453       -0.4597      1.705483       0.24050
      90     -0.999426      0.398598     -0.192003       -3.0537       0.47985      -1.55269     0.5784644      -0.96126     -1.458324       0.49434
      91     -1.494193      -0.44669      0.204377       0.61223       0.74488      -0.03628     -0.832395     1.9238154     -0.605981    1.80358898
      92     -0.452524      1.161285    1.06996553       -1.0455       0.35528      0.755392      0.700982      -0.19893     0.3019600       -0.3946
      93     -1.171813     0.9840122      -0.55968       1.37975        0.6024      -0.89264     -0.161198     -0.286384      -0.87088     0.5014295
      94      -0.47861     1.6316915      0.860891      -0.88018       -0.0190      -0.22676     -1.564507     0.9312556     0.9498088     0.9255012
      95     -0.456987      1.068985      -0.20975       0.93514       1.81252      0.140109      -1.41914     -0.316901      0.640985     1.2198743
      96     -1.133792      -0.19054      0.233339       0.43499       0.91042      -0.94843      -0.42347    1.00796647      0.392334      0.448380
      97      1.125323      0.104053     0.5280034      -0.31456       -1.3450        105471     -1.295257       0.07432       -0.1995       -0.6546
      98      0.318014      -0.89027   0.111337266       -0.0195       -0.8399       -2.2982    1.45652738       0.31663     -2.664125       -0.4264
      99      0.393787      -0.22814     0.5803301       -0.9732       0.17516        -0.053   -0.18306198      -0.22102     0.1997595       0.93272
     100       -0.5301      -0.40724    0.16056499      -0.12014       0.38560        0.7182       1.29118       -0.1164      -2.27729       -0.0696
     101      0.353870      -0.18695       -0.1532       -2.4325       0.50798       -0.3240      -1.51107       -0.8714     -0.864829       0.60874
     102      0.561638      1.514750      0.647924       -1.3516       -1.4092        1.1307      1.566686      -0.23774      0.558802       -1.5048
     103      -1.94392      -1.17402    -0.3571875      -0.52137       -0.2301         11150     -0.491014      0.679301      1.427546       0.03619
     104     2.0299974      -0.63440       -0.5251       0.38773       -0.3547      1.177052     -0.641107       1.32269     0.1941750       2.56545
     105     -0.464114      -0.20269      0.145651       -2.1810       0.60226      0.480846     0.1093183    -1.5443957      -1.54656      0.586618
     106       1.17517      1.594464      -0.89544       -1.0307        -0.271       -1.9757      -0.58893       0.85178     1.6346025       0.27915
     107      1.640553      0.410872     0.1913639      -0.17144       0.18693       -0.2548      -0.14091       -0.6618      0.259031       0.01444
     108      -1.47958      -0.24070     -0.855671       -2.0482       0.48388       1.55868      2.369730       1.56241      -0.87080       1.17524
     109      1.119899      -1.98782      0.861288       0.62717       0.16280        0.2886     0.0583073      1.631935     -0.401788      -0.19993
     110      0.007388      0.275664    -1.7632498       1.38797       0.22619       0.56912      0.197315       -0.1864      -0.35524       0.09611
     111      0.152052      1.155261      0.346057       -0.1334       1.98656       -1.2794       -1.3402       0.35460     -0.212373      -1.77459
     112     -0.312229      -0.71065      1.131128       -0.6212       1.05061       0.45978     -0.206330      0.021171     0.4286587      -2.30803
     113      0.327068      -0.37911     1.7979193       -0.6912       1.14256       -2.5149     0.8146250      0.276102     -0.247016      -0.12088
     114     -0.260560      0.423003      -0.13424        -1.787       -0.1858      2.234721     0.0468462      0.290787     -0.438054      0.174054
     115      0.177945      -0.26120      0.863263        -0.923       -0.1301       0.50505    -0.2670041      -1.22387     0.5582642      -0.98216
   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1     -0.447308      -0.82814     -0.110728       -0.4293       -0.4745      0.680978      1.762608      -0.35751      0.522655      -0.35541
       2     0.0989422      1.127751     0.0502932       -0.8155       -0.7299       -0.6167     -0.013304      0.858011     -1.358796      -1.03728
       3       -0.9245      -1.74940     1.3259226      -0.03637        1.9007       -1.4243     1.2941823      -0.70164     -0.407369      -0.98896
       4      -0.94986      -1.32374     0.2163329       -1.3142       -0.2418       -0.0092      0.666610        0.1003    0.32132583      0.514411
       5      -0.01725      0.363347     -0.979720       -0.7754       1.89751        -0.011     -0.710500      1.379879     -0.156842      -0.64649
       6      -1.44899      0.779491     -1.086300      -0.53903       0.64409        0.1836     -0.086426      -0.21398     1.1459273       2.23027
       7       -0.5487      0.568904     1.9288003       1.07905        -0.686       -0.4306     -0.597968      -0.91344     -0.623905      0.261875
       8       -0.5870      0.876199     0.1232554      -0.39712       0.88608       0.31897      0.264867         1.040     0.5732654       -0.1088
       9      0.937554     0.3093178      2.917308       1.09868       1.15321        1.2909      0.079839      1.312895     0.0233570       -0.8311
      10      -0.56398      0.527950     -1.561119       0.20835        -0.728       0.71821      -0.74617      1.872303     0.7678181      -1.26885
      11      1.758759      -0.22725      -0.72747       -1.0237       0.56776        1.5045     -0.578426      -0.99762     -1.139700      1.496405
      12      1.670729      -0.34847      0.537705       -0.0029       -0.0606       0.96402    0.44095600      0.329489     -0.292578       0.81560
      13      -0.28200      0.049922     0.2194774       -1.2011       -0.2990       -0.3126      0.101203       -1.1118      -1.18655       1.62346
      14    1.15644360      0.889039      1.824818        0.4195       -0.0910      0.482175     -1.879286      -1.09808     0.7586370      0.032615
      15      -1.27763      0.658536     0.9989016      0.667879       -0.0302       -0.8360     0.1075949       0.42692     -0.358588      0.603035
      16      0.314431      0.333114     -2.032539      1.081092       1.72439       -0.4024       -1.4768      0.638929    -0.4656597      -0.96701
      17    1.21771625      -1.38337    0.71742862      -1.24773       1.46226      0.516552     -0.257394      0.149369      0.582087      0.829894
      18     0.8277914      0.546730      -0.47738      0.664079       -1.3113      1.004093      0.873005     1.3940810      -0.58877      0.186211
      19      0.858286      0.317857     -0.426667      0.307331        0.0680       0.99570      -0.62846       0.33948    0.29293112       0.75732
      20      -0.07289      0.127314      -0.07094        0.0340       0.00835       -0.3267    2.82729979       -0.8439     -1.173409       -0.7956
      21      -0.71005      0.011436     1.4309327       1.68838       0.23732       -2.4982    0.38435935       -1.3106     -0.500701       -1.1497
      22     0.4256225       -0.6266      0.772119      0.477302       -0.2400        -10824      0.080560       0.91741       -0.3721        0.9156
      23      -0.01931      0.269397     0.7992408      1.331532       0.52081       0.05837     0.7206859       -1.5454      1.638961       -1.3254
      24     0.9037094      -0.56416     0.5072515      -0.11656       0.30358      -0.80078      -2.16062     0.4066556      -0.60050     -0.648635
      25       -0.7253      1.984411     -0.582192       0.32681       -1.1604      1.523096      -0.55626     -2.600641      2.711949     -1.098148
      26     1.3089323      0.733072      0.652179       -0.2314       0.18919       1.22393     -0.300930      0.251309     0.9282902       0.08338
      27      -0.42498      1.451678       0.34168      -0.12517       -0.7758      -1.00559      0.893784     0.9492680      -2.17071     -0.615491
      28     0.9648881      2.424306     2.1503538      0.941866       1.37333      -0.52741      0.774534      -1.23716      -0.56187      0.320971
      29     2.1679370      0.747963     0.2738270      -0.17008       -1.3224      0.602863      -0.34909      0.239044      -0.88933      0.121254
      30     -1.537028      0.503906     1.3197259      0.913950       2.11382      0.324553        0.5053     0.5148648      -0.87972      2.153233
      31     0.9885780      -0.24282      -0.90283      0.581509       0.85754      0.137884      0.186074     -0.188116      -0.00274     1.3351413
      32     1.4006178      -1.50017     0.1388788      -1.20410       -1.3356       0.58595      -0.84156     -3.153357      0.645152     1.2821418
      33     2.0387771      -0.39629       1.44544      -2.62101       -1.0433      0.518969     0.4715342      1.320417      0.956689       -0.0815
      34     1.5292478      0.686482     1.7170887        -0.804       0.30025      -0.42959      0.805913      -0.21955      -0.25185      -1.32648
      35     0.3082041      1.115489     1.0081956       -3.0160       -1.6196      2.005140      -0.18762      -0.14894      1.165335      0.196645
      36      -0.63259      -0.20984      1.897160       -1.3813       1.30122      -0.31239      -0.27122     1.8629130      -0.64287      0.835058
      37      -0.36305      -1.43206      -0.16601      1.168926       -0.1858       0.54942     0.1885533      0.046831     -0.417497       0.13178
