   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1      1.624345       -0.6117      -0.52817      -1.07296         0.865       -2.3015        1.7448       -0.7612      0.319039       -0.2493
       2      1.462107      -2.06014   -0.32241720       -0.3840       1.13376       -1.0998     -0.172428       -0.8778     0.0422137       0.58281
       3      -1.10061      1.144723      0.901590      0.502494       0.90085       -0.6837     -0.122890       -0.9357     -0.267888       0.53035
       4      -0.69166      -0.39675     -0.687172        -0.845       -0.6712       -0.0126      -1.11731      0.234415       1.65980       0.74204
       5      -0.19183      -0.88762      -0.74715      1.692454       0.05080       -0.6369      0.190915      2.100255    0.12015895        0.6172
       6      0.300170      -0.35224      -1.14251       -0.3493       -0.2088       0.58662      0.838983       0.93110      0.285587       0.88514
       7      -0.75439      1.252868     0.5129298       -0.2980       0.48851       -0.0755     1.1316293      1.519816     2.1855754       -1.3964
       8      -1.44411      -0.50446     0.1600370      0.876168       0.31563       -2.0222     -0.306204       0.82797      0.230094       0.76201
       9     -0.222328      -0.20075     0.1865613       0.41005       0.19829        0.1190     -0.670662      0.377563     0.1218212      1.129483
      10      1.198917      0.185156     -0.375284      -0.63873       0.42349       0.07734     -0.343853      0.043596     -0.620000      0.698032
      11     -0.447128      1.224507     0.4034916       0.59357       -1.0949      0.169382     0.7405564      -0.95370      -0.26621      0.032614
      12     -1.373117       0.31515      0.846160       -0.8595       0.35054      -1.31228      -0.03869      -1.61577      1.121417      0.408900
      13      -0.02461      -0.77516      1.273755       1.96710       -1.8579        1.2361     1.6276507      0.338011     -1.199268      0.863345
      14     -0.180920       -0.6039    -1.2300581       0.55053       0.79280      -0.62353      0.520576      -1.14434      0.801861      0.046567
      15      -0.18656      -0.10174     0.8688861      0.750411       0.52946      0.137701      0.077821     0.6183802      0.232494     0.6825514
      16      -0.31011      -2.43483      1.038824      2.186979       0.44136       -0.1001      -0.13644      -0.11905       0.01740      -1.12201
      17     -0.517094      -0.99702     0.2487991        -0.296       0.49521       -0.1747     0.9863351      0.213533      2.190699      -1.89636
      18      -0.64691      0.901486      2.528325      -0.24863       0.04366      -0.22631      1.331457      -0.28730      0.680069      -0.31980
      19      -1.27255      0.313547     0.5031848       1.29322       -0.1104       -0.6173      0.562761      0.240737     0.2806650       -0.0731
      20      1.160338      0.369492       1.90465       1.11105       0.65904       -1.6274     0.6023192      0.420282     0.8109516       1.04444
      21      -0.40087      0.824005      -0.56230       1.95487       -1.3319       -1.7606     -1.650721      -0.89055     -1.119115       1.95607
      22     -0.326499      -1.34267     1.1143829       -0.5865        -1.236      0.875838      0.623362      -0.43495      1.407540       0.12910
      23      1.616949      0.502740      1.558805        0.1094       -1.2197       2.44936      -0.54577       -0.1988     -0.700398       -0.2033
      24     0.2426694      0.201830     0.6610202      1.792158       -0.1204      -1.23312      -1.18231     -0.665754      -1.67419      0.825029
      25     -0.498213      -0.31098    -0.0018914      -1.39662         -0.86      0.674711       0.61853     -0.443171      1.810534     -1.305726
      26      -0.34498      -0.23083      -2.79308      1.937528       0.36633       -1.0445    2.05117344      0.585662     0.4295261      -0.60699
      27     0.1062227      -1.52568     0.7950260       -0.3744       0.13404      1.202054      0.284748     0.2624674      0.276499     -0.733271
      28       0.83600      1.543359     0.7588056      0.884908        -0.877       -0.8677     -1.440876       1.23225     -0.254179       1.39984
