   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1    1.62434536     -0.611756      -0.52817       -1.0729       0.86540      -2.30153     1.7448117      -0.76120     0.3190390      -0.24937
       2    1.46210793     -2.060140      -0.32241      -0.38405       1.13376       -1.0998      -0.17242     -0.877858     0.0422137      0.582815
       3     -1.100619     1.1447237      0.901590      0.502494       0.90085       -0.6837    -0.1228902      -0.93576     -0.267888      0.530355
       4    -0.6916607     -0.396753     -0.687172       -0.8452        -0.671      -0.01266     -1.117310     0.2344156      1.659802      0.742044
       5    -0.1918355     -0.887628     -0.747158      1.692454       0.05080        -0.636     0.1909154     2.1002551     0.1201589      0.617203
       6    0.30017031     -0.352249     -1.142518        -0.349       -0.2088      0.586623     0.8389834     0.9311020      0.285587     0.8851411
       7    -0.7543979     1.2528681      0.512929       -0.2980       0.48851       -0.0755    1.13162938      1.519816     2.1855754      -1.39649
       8     -1.444113      -0.50446      0.160037       0.87616       0.31563      -2.02220     -0.306204     0.8279746     0.2300947      0.762011
       9    -0.2223281     -0.200758      0.186561       0.41005       0.19829      0.119008     -0.670662     0.3775637     0.1218212     1.1294839
      10   1.198917879     0.1851564      -0.37528      -0.63873        0.4234      0.077340    -0.3438536     0.0435968    -0.6200008     0.6980320
      11    -0.4471285     1.2245077      0.403491      0.593578       -1.0949      0.169382     0.7405564      -0.95370     -0.266218       0.03261
      12     -1.373117     0.3151593      0.846160       -0.8595       0.35054        -1.312    -0.0386955      -1.61577     1.1214177      0.408900
      13     -0.024616     -0.775161      1.273755       1.96710       -1.8579       1.23616     1.6276507      0.338011    -1.1992680       0.86334
      14    -0.1809203     -0.603920      -1.23005      0.550537       0.79280      -0.62353     0.5205763      -1.14434     0.8018610      0.046567
      15      -0.18656       -0.1017      0.868886       0.75041       0.52946       0.13770    0.07782112      0.618380     0.2324945        0.6825
      16      -0.31011     -2.434837     1.0388246       2.18697       0.44136       -0.1001     -0.136444      -0.11905  0.0174094083      -1.12201
      17    -0.5170944     -0.997026       0.24879       -0.2966       0.49521      -0.17470     0.9863351       0.21353     2.1906997      -1.89636
      18    -0.6469166      0.901486      2.528325       -0.2486        0.0436      -0.22631     1.3314571   -0.28730786     0.6800698     -0.319801
      19     -1.272558     0.3135477      0.503184      1.293225       -0.1104       -0.6173     0.5627610   0.240737092     0.2806650     -0.073112
      20    1.16033856     0.3694927      1.904658      1.111056       0.65904      -1.62743     0.6023192     0.4202822     0.8109516      1.044442
      21    -0.4008781     0.8240056      -0.56230       1.95487       -1.3319      -1.76068     -1.650721      -0.89055      -1.11911      1.956078
      22    -0.3264994     -1.342675      1.114382      -0.58652        -1.236      0.875838     0.6233621      -0.43495     1.4075400      0.129101
      23       1.61694     0.5027408     1.5588055       0.10940       -1.2197       2.44936   -0.54577416      -0.19883    -0.7003985       -0.2033
      24      0.242669     0.2018301     0.6610202       1.79215       -0.1204       -1.2331     -1.182318      -0.66575    -1.6741958      0.825029
      25    -0.4982135     -0.310984      -0.00189       -1.3966       -0.8613      0.674711     0.6185391      -0.44317     1.8105349      -1.30572
      26    -0.3449872     -0.230839      -2.79308      1.937528       0.36633      -1.04458     2.0511734     0.5856620     0.4295261      -0.60699
      27     0.1062227     -1.525680      0.795026      -0.37443        0.1340        1.2020     0.2847481      0.262467    0.27649930      -0.73327
      28     0.8360047     1.5433591     0.7588056      0.884908       -0.8772       -0.8677    -1.4408760      1.232253     -0.254179      1.399843
      29     -0.781911     -0.437508      0.095425      0.921450       0.06075       0.21112    0.01652756      0.177187     -1.116470      0.080927
      30    -0.1865789     -0.056824      0.492336      -0.68067       -0.0845      -0.29736     0.4173020      0.784770     -0.955425      0.585910
      31     2.0657833     -1.471156     -0.830171      -0.88057       -0.2790       1.62284    0.01335267      -0.69469     0.6218035      -0.59980
      32      1.123412     0.3052670      1.388779       -0.6613       3.03085       0.82458     0.6545801      -0.05118      -0.72559      -0.86776
      33        -0.135     -0.797269      0.282675      -0.82609       0.62108       0.95612     -0.705840      1.192686    -0.2379419      1.155287
      34    0.43816634      1.122328      -0.99701       -0.1067       1.45142      -0.61803     -2.037201      -1.94258     -2.506440      -2.11416
      35      -0.41163     1.2785280      -0.44222      0.323527       -0.1099       0.00854     -0.168198      -0.17418    0.46116409      -1.17598
      36      1.010127     0.9200179     -0.195057       0.80539       -0.7013       -0.5372    0.15626385      -0.19022    -0.4487380       -0.6724
      37      -0.55749     0.9391687       -1.9433      0.352494       -0.2364       0.72781     0.5150736       -2.7825     0.5846466      0.324274
      38      0.021862      -0.46867      0.853281      -0.41302       1.83471       0.56438      2.137828      -0.78553    -1.7559256      0.714789
      39      0.852704     0.0353600    -1.5387932       -0.4478       0.61798        -0.184    -0.1159851       -0.1754    -0.9339146      -0.53302
      40      -1.42655     1.7679599     -0.475372      0.477610       -1.0218       0.79452     -1.873160      0.920615    -0.0353679      2.110605
      41    -1.3065340     0.0763804      0.367231      1.232899       -0.4228      0.086464    -2.1424667     -0.830168    0.45161595      1.104174
      42    -0.2817362     2.0563555      1.760249      -0.06065       -2.4135      -1.77756     -0.777858     1.1158411     0.3102722      -2.09424
      43     -0.228765     1.6133613      -0.37480      -0.74996       2.05462      0.053409    -0.4791570      0.350167     0.0171647     -0.429142
      44   1.208456328     1.1157018      0.840861       -0.1028       1.14690      -0.04970    0.46664326     1.0336868     0.8088443      1.789754
      45     0.4512840     -1.684059      -1.16017      1.350106       -0.3312      0.386539    -0.8514556   1.000881423    -0.3848322     1.4581082
      46   -0.53223402     1.1181333      0.674396       -0.7223        1.0989      -0.90163    -0.8224671     0.7217112    -0.6253420      -0.59384
      47      -0.34390     -1.000169     1.0449944       0.60851         -0.06       -0.1083     0.4501555      1.765335    0.87096980       -0.5084
      48      0.777419     -0.118771     -0.198998       1.86647       -0.4189       -0.4791     -1.952105      -1.40232    0.45112293      -0.69492
      49    0.51541380     -1.114871      -0.76730      0.674570       1.46089       0.59247     1.1978308      1.704594     1.0400891      -0.91844
      50    -0.1053447     0.6301956      -0.41484      0.451946        -1.579      -0.82862     0.5288797     -2.237086     -1.107712      -0.01771
      51    -1.7193944     0.0571209      -0.79954      -0.29159        -0.258      0.189293     -0.563788     0.0896864     -0.601156      0.556073
      52    1.69380911     0.1968697    0.16986925       -1.1640       0.69336      -0.75806     -0.808847    0.55743945      0.181038     1.1071754
      53     1.4428769     -0.539681      0.128376      1.760415       0.96653       0.71304    1.30620606      -0.60460       0.63658      1.409253
      54    1.62091228     -0.806184     -0.251674       0.38271       -0.2889      -0.39181     0.6840013     -0.353409      -1.78791     0.3618473
      55    -0.4244927     -0.731530      -1.56573       1.01382       -2.2271      -1.69933     -0.275846     1.2289555     1.3097059      -1.15498
      56    -0.1776321      -1.51045      1.011207      -1.47656       -0.1431      1.032983     -0.222414      1.470160     -0.870008      0.369190
      57     0.8532821     -0.139711      1.386314       0.54812       -1.6374      3.958602     0.6486436    0.10734329     -1.398812    0.08176781
      58    -0.4599428     0.6443536       0.37167       1.85300       0.14225      0.513505    0.37245685     -0.148489     -0.183400      1.101000
      59    0.78002713     -0.629441     -1.113436       -0.0674       1.16143       -0.0275     1.7464350       -0.7750     0.1416405      -2.51630
      60     -0.595667     -0.309121     0.5109377       1.71066       0.03494       1.45391    0.66168107       0.98635     -0.466154      1.384991
      61     -1.072964     0.4951586      -0.95206       -0.5181       -1.4614       -0.5163     0.3511168      -0.06877    -1.3477649      1.470739
      62      0.337220      1.008065     0.7852269      -0.66486       -1.9450       -0.9154    1.22515584      -1.05354    0.81604368      -0.61240
      63     0.3931092      -1.82391      1.167075      -0.03966       0.88582       0.18986    0.79806379      -0.10193    0.74335654      -1.50957
      64        -1.080      0.725474      -0.03917       -0.2287       -0.1796       0.50172     -0.593343        0.5103      -0.91579      -0.40725
      65    0.98495167     1.0712524       -1.0971       0.83863       -1.0391      0.733023       -1.8988      -1.11711     -0.508972      -0.16648
      66   1.423614429     0.9039991       1.57546      1.206607       -0.2828       -0.2663      1.068971       0.04037     -0.156993      -1.33520
      67     -0.106460     -2.790996     -0.456117       -0.9798       0.69257      -0.47867     -0.329051    1.34710546     -1.049067     0.3166588
      68    -1.8952669     0.0897291    0.41026574       0.85987       -0.8986      0.319656     0.3181541     -0.019231     0.1500162      0.463534
      69    0.39788042     -0.996010     -1.195861       2.50598       1.91979      -1.39169      0.450217      0.627437     0.7513372      0.140395
      70   -0.92687193     -0.182420     -0.491125       0.13437       -0.2683      -0.13167     1.0185524      1.230558     -1.181103      -0.45993
      71     -0.790799     1.2237222     -0.059367       1.44898       -0.4775       0.02599      -1.34869      1.302535    -0.3626120      -1.48515
      72      -0.59246     -2.304907     -0.031817      0.112487       0.28807       1.49810     -0.300976      0.807455   0.312238689      -0.19332
      73     -2.076802       0.94750      -0.50397      0.017955       -1.2704       0.28299    0.10803081      0.029417       -0.1347      1.049218
      74     0.9662208     0.7259168      3.321078       -0.6002       -0.3795      -1.01480     0.4359861    -0.6874873     -2.698361      -1.21333
      75      0.072251     1.0097873       -1.5569        -0.612       -0.1393       -0.7285     0.5311637      0.004000    0.32126591      -0.72521
      76     1.5365363     -0.000375    1.29354962       -0.4389       0.59003       -0.6793    -0.9509092      -0.70435     -0.045866      -0.21873
      77     1.5392070     -1.148704    -1.0903383       1.70018       0.60878       -1.8814     0.4972690      0.237332     -2.144444      -0.36956
      78    -0.0174549     0.7314025       0.95449      0.095746       1.03345      -0.14627     -0.857496      -0.93418     0.5426452      -1.95816
