   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1      1.624345      -0.61175     -0.528171       -1.0729       0.86540       -2.3015      1.744811        -0.761      0.319039       -0.2493
       2       1.46210      -2.06014    -0.3224172       -0.3840       1.13376        -1.099    -0.1724282       -0.8778     0.0422137        0.5828
       3      -1.10061      1.144723      0.901590      0.502494       0.90085       -0.6837      -0.12289      -0.93576      -0.26788        0.5303
       4   -0.69166075      -0.39675     -0.687172       -0.8452       -0.6712      -0.01266     -1.117310      0.234415     1.6598021      0.742044
       5      -0.19183      -0.88762      -0.74715      1.692454       0.05080       -0.6369    0.19091548      2.100255     0.1201589      0.617203
       6     0.3001703      -0.35224       -1.1425      -0.34934       -0.2088        0.5866     0.8389834      0.931102     0.2855873      0.885141
       7      -0.75439       1.25286      0.512929        -0.298       0.48851       -0.0755     1.1316293      1.519816     2.1855754       -1.3964
       8       -1.4441      -0.50446     0.1600370       0.87616       0.31563       -2.0222      -0.30620       0.82797    0.23009473       0.76201
       9      -0.22232      -0.20075      0.186561      0.410051       0.19829       0.11900    -0.6706622      0.377563     0.1218212       1.12948
      10      1.198917      0.185156      -0.37528        -0.638       0.42349       0.07734     -0.343853      0.043596     -0.620000       0.69803
      11      -0.44712      1.224507      0.403491      0.593578       -1.0949        0.1693      0.740556      -0.95370      -0.26621       0.03261
      12      -1.37311      0.315159       0.84616       -0.8595       0.35054       -1.3122     -0.038695      -1.61577     1.1214177      0.408900
      13       -0.0246      -0.77516   1.273755930       1.96710       -1.8579       1.23616      1.627650       0.33801      -1.19926       0.86334
      14      -0.18092       -0.6039     -1.230058       0.55053       0.79280       -0.6235      0.520576       -1.1443    0.80186103       0.04656
      15     -0.186569      -0.10174      0.868886       0.75041       0.52946      0.137701     0.0778211      0.618380     0.2324945      0.682551
      16       -0.3101      -2.43483     1.0388246      2.186979       0.44136       -0.1001      -0.13644       -0.1190      0.017409       -1.1220
      17      -0.51709      -0.99702      0.248799       -0.2966       0.49521       -0.1747     0.9863351       0.21353     2.1906997       -1.8963
      18      -0.64691      0.901486      2.528325      -0.24863       0.04366       -0.2263    1.33145711       -0.2873     0.6800698       -0.3198
      19     -1.272558      0.313547      0.503184       1.29322        -0.110       -0.6173     0.5627610      0.240737     0.2806650      -0.07311
      20      1.160338      0.369492      1.904658      1.111056       0.65904       -1.6274     0.6023192       0.42028     0.8109516       1.04444
      21      -0.40087      0.824005     -0.562305        1.9548       -1.3319       -1.7606     -1.650721       -0.8905     -1.119115       1.95607
      22      -0.32649      -1.34267      1.114382       -0.5865         -1.23       0.87583     0.6233621       -0.4349      1.407540       0.12910
      23       1.61694      0.502740     1.5588055       0.10940       -1.2197         33950       2.44936       -0.5457       -0.1988       -0.7003
      24       -0.2033      0.242669      0.201830      0.661020       1.79215       -0.1204      -1.23312       -1.1823      -0.66575       -1.6741
      25      0.825029      -0.49821      -0.31098      -0.00189       -1.3966       -0.8613      0.674711       0.61853      -0.44317       1.81053
      26       -1.3057      -0.34498     -0.230839       -2.7930       1.93752       0.36633      -1.04458      2.051173      0.585662       0.42952
      27      -0.60699      0.106222      -1.52568       0.79502       -0.3744       0.13404     1.2020548      0.284748      0.262467      0.276499
      28   -0.73327160      0.836004     1.5433591      0.758805       0.88490      -0.87728     -0.867787      -1.44087      1.232253      -0.25417
      29      1.399843      -0.78191     -0.437508      0.095425       0.92145       0.06075     0.2111247      0.016527     0.1771877       -1.1164
      30      0.080927      -0.18657      -0.05682      0.492336       -0.6806       -0.0845    -0.2973618      0.417302     0.7847706      -0.95542
      31      0.585910      2.065783        -1.471       -0.8301       -0.8805       -0.2790      1.622849       0.01335    -0.6946935       0.62180
      32       -0.5998      1.123412     0.3052670       1.38877       -0.6613       3.03085       0.82458        0.6545      -0.05118       -0.7255
      33          -0.8      -0.13597       -0.7972      0.282675       -0.8260       0.62108      0.956121       -0.7058      1.192686       -0.2379
      34       1.15528      0.438166      1.122328      -0.99701       -0.1067        1.4514       -0.6180       -2.0372      -1.94258       -2.5064
      35      -2.11416      -0.41163     1.2785280        -0.442       0.32352       -0.1099     0.0085489       -0.1681     -0.174180       0.46116
      36      -1.17598      1.010127      0.920017       -0.1950        0.8053       -0.7013      -0.53722       0.15626    -0.1902210       -0.4487
      37      -0.67244      -0.55749      0.939168       -1.9433       0.35249       -0.2364      0.727813       0.51507      -2.78253       0.58464
      38      0.324274      0.021862     -0.468673       0.85328       -0.4130       1.83471      0.564382      2.137828     -0.785533       -1.7559
      39      0.714789      0.852704      0.035360      -1.53879       -0.4478       0.61798      -0.18417        -0.115     -0.175458       -0.9339
      40       -0.5330      -1.42655     1.7679599      -0.47537       0.47761       -1.0218      0.794528        -1.873      0.920615       -0.0353
      41      2.110605      -1.30653      0.076380      0.367231       1.23289       -0.4228      0.086464       -2.1424      -0.83016       0.45161
      42      1.104174      -0.28173      2.056355      1.760249       -0.0606       -2.4135     -1.777566       -0.7778     1.1158411      0.310272
      43      -2.09424       -0.2287      1.613361       -0.3748       -0.7499       2.05462     0.0534095      -0.47915     0.3501671      0.017164
      44      -0.42914      1.208456     1.1157018      0.840861       -0.1028       1.14690      -0.04970       0.46664     1.0336868       0.80884
      45      1.789754      0.451284      -1.68405      -1.16017       1.35010       -0.3312     0.3865391      -0.85145     1.0008814      -0.38483
      46      1.458108      -0.53223      1.118133        0.6743       -0.7223       1.09899      -0.90163      -0.82246     0.7217112      -0.62534
      47        -0.593      -0.34390       -1.0001      1.044994       0.60851       -0.0693      -0.10839       0.45015      1.765335       0.87096
      48       -0.5084      0.777419      -0.11877       -0.1989       1.86647       -0.4189       -0.4791        -1.952      -1.40232       0.45112
      49      -0.69492      0.515413     -1.114871       -0.7673       0.67457       1.46089      0.592472        1.1978       1.70459       1.04008
      50      -0.91844      -0.10534     0.6301956        -0.414       0.45194       -1.5791     -0.828627        0.5288      -2.23708       -1.1077
      51      -0.01771      -1.71939      0.057120      -0.79954       -0.2915       -0.2589      0.189293       -0.5637      0.089686       -0.6011
      52      0.556073      1.693809     0.1968697      0.169869       -1.1640        0.6933    -0.7580673      -0.80884     0.5574394       0.18103
      53      1.107175      1.442876       -0.5396      0.128376       1.76041       0.96653      0.713049       1.30620      -0.60460       0.63658
      54      1.409253      1.620912    -0.8061848       -0.2516       0.38271       -0.2889     -0.391816      0.684001     -0.353409       -1.7879
      55      0.361847      -0.42449      -0.73153        -1.565       1.01382       -2.2271     -1.699333      -0.27584     1.2289555       1.30970
      56         -1.15      -0.17763      -1.51045      1.011207       -1.4765       -0.1431      1.032983       -0.2224     1.4701603       -0.8700
      57      0.369190      0.853282       -0.1397      1.386314       0.54812       -1.6374   3.958602704      0.648643     0.1073432       -1.3988
      58    0.08176781      -0.45994       0.64435       0.37167       1.85300      0.142251      0.513505      0.372456      -0.14848      -0.18340
      59      1.101000       0.78002    -0.6294416        -1.113        -0.067       1.16143     -0.027529      1.746435     -0.775070       0.14164
      60     -2.516303       -0.5956     -0.309121      0.510937       1.71066      0.034943     1.4539175   0.661681076     0.9863521      -0.46615
      61      1.384991      -1.07296     0.4951586       -0.9520       -0.5181       -1.4614     -0.516347      0.351116     -0.068770      -1.34776
      62       1.47073      0.337220     1.0080654       0.78522        -0.664       -1.9450     -0.915424       1.22515     -1.053546       0.81604
      63     -0.612406      0.393109        -1.823      1.167075       -0.0396      0.885825     0.1898616      0.798063     -0.101932       0.74335
      64    -1.5095726       -1.0807      0.725474      -0.03917       -0.2287      -0.17961     0.5017251      -0.59334     0.5103075      -0.91579
      65      -0.40725      0.984951      1.071252      -1.09715       0.83863       -1.0391      0.733023      -1.89881     -1.117110      -0.50897
