   Label          Mean         Sigma      Skewness      Kurtosis       Entropy           Sum          5th%         95th%           Min           Max
       1    1.62434536      -0.61175      -0.52817      -1.07296       0.86540      -2.30153      1.744811      -0.76120     0.3190390      -0.24937
       2    1.46210793      -2.06014      -0.32241       -0.3840       1.13376      -1.09989     -0.172428      -0.87785     0.0422137      0.582815
       3      -1.10061      1.144723     0.9015907       0.50249       0.90085       -0.6837    -0.1228902      -0.93576     -0.267888      0.530355
       4     -0.691660     -0.396753      -0.68717       -0.8452       -0.6712       -0.0126    -1.1173103      0.234415     1.6598021      0.742044
       5      -0.19183     -0.887628      -0.74715        1.6924       0.05080       -0.6369    0.19091548      2.100255    0.12015895      0.617203
       6     0.3001703     -0.352249      -1.14251      -0.34934        -0.208       0.58662    0.83898341      0.931102    0.28558732      0.885141
       7     -0.754397      1.252868      0.512929       -0.2980       0.48851       -0.0755    1.13162938      1.519816     2.1855754      -1.39649
       8    -1.4441138      -0.50446      0.160037       0.87616        0.3156      -2.02220     -0.306204      0.827974     0.2300947      0.762011
       9     -0.222328     -0.200758    0.18656139       0.41005       0.19829       0.11900     -0.670662      0.377563    0.12182127      1.129483
      10     1.1989178     0.1851564     -0.375284      -0.63873       0.42349       0.07734     -0.343853      0.043596     -0.620000      0.698032
      11     -0.447128      1.224507       0.40349       0.59357       -1.0949       0.16938    0.74055645       -0.9537    -0.2662185      0.032614
      12    -1.3731173      0.315159     0.8461606      -0.85951       0.35054      -1.31228     -0.038695      -1.61577     1.1214177      0.408900
      13    -0.0246169     -0.775161       1.27375      1.967101       -1.8579      1.236164     1.6276507     0.3380116     -1.199268     0.8633453
      14     -0.180920     -0.603920      -1.23005      0.550537       0.79280       -0.6235   0.520576337      -1.14434    0.80186103      0.046567
      15      -0.18656      -0.10174     0.8688861       0.75041       0.52946         0.137     0.0778211      0.618380     0.2324945      0.682551
      16    -0.3101167     -2.434837       1.03882      2.186979       0.44136      -0.10015     -0.136444     -0.119054     0.0174094      -1.12201
      17     -0.517094     -0.997026      0.248799       -0.2966       0.49521       -0.1747    0.98633518      0.213533     2.1906997      -1.89636
      18    -0.6469166     0.9014868       2.52832       -0.2486       0.04366      -0.22631     1.3314571       -0.2873     0.6800698      -0.31980
      19    -1.2725587     0.3135477      0.503184      1.293225       -0.1104      -0.61736     0.5627610     0.2407370     0.2806650      -0.07311
      20    1.16033856     0.3694927      1.904658       1.11105       0.65904      -1.62743     0.6023192     0.4202822     0.8109516      1.044442
      21     -0.400878     0.8240056    -0.5623054       1.95487       -1.3319      -1.76068     -1.650721     -0.890555     -1.119115     1.9560789
      22    -0.3264994     -1.342675      1.114382       -0.5865       -1.2368      0.875838     0.6233621      -0.43495     1.4075400      0.129101
      23    1.61694959     0.5027408      1.558805      0.109402       -1.2197      2.449368     -0.545774      -0.19883     -0.700398     -0.203394
      24    0.24266944     0.2018301      0.661020      1.792158       -0.1204      -1.23312       -1.1823      -0.66575     -1.674195      0.825029
      25       -0.4982     -0.310984       -0.0018      -1.39662       -0.8613      0.674711     0.6185391   -0.44317193     1.8105349     -1.305726
      26     -0.344987     -0.230839     -2.793085      1.937528       0.36633       -1.0445    2.05117344      0.585662     0.4295261      -0.60699
      27     0.1062227     -1.525680      0.795026      -0.37443       0.13404        1.2020    0.28474811      0.262467      0.276499      -0.73327
      28    0.83600471     1.5433591       0.75880       0.88490       -0.8772      -0.86778     -1.440876        1.2322     -0.254179      1.399843
      29   -0.78191168     -0.437508      0.095425       0.92145       0.06075      0.211124     0.0165275      0.177187     -1.116470      0.080927
      30    -0.1865789     -0.056824      0.492336      -0.68067       -0.0845      -0.29736     0.4173020       0.78477     -0.955425      0.585910
      31    2.06578332       -1.4711      -0.83017       -0.8805       -0.2790      1.622849      0.013352      -0.69469      0.621803      -0.59980
